absEta_2_2.5-bad-gainEle_1	runNumber	     1	     2	1.0000	0.0009	0.0000	0.0014	0.0200
absEta_2_2.5-bad-gainEle_1	runNumber	     2	297049	1.0049	0.0008	0.0000	0.0014	0.0200
absEta_2_2.5-bad-gainEle_1	runNumber	297050	297098	1.0049	0.0008	0.0000	0.0014	0.0200
absEta_2_2.5-bad-gainEle_1	runNumber	297099	297112	1.0053	0.0009	0.0000	0.0014	0.0200
absEta_2_2.5-bad-gainEle_1	runNumber	297113	297177	1.0029	0.0010	0.0000	0.0014	0.0200
absEta_2_2.5-bad-gainEle_1	runNumber	297178	297218	1.0027	0.0009	0.0000	0.0014	0.0200
absEta_2_2.5-bad-gainEle_1	runNumber	297219	297223	1.0026	0.0007	0.0000	0.0014	0.0200
absEta_2_2.5-bad-gainEle_1	runNumber	297224	297410	1.0008	0.0007	0.0000	0.0014	0.0200
absEta_2_2.5-bad-gainEle_1	runNumber	297411	297423	1.0008	0.0009	0.0000	0.0014	0.0200
absEta_2_2.5-bad-gainEle_1	runNumber	297424	297431	1.0012	0.0010	0.0000	0.0014	0.0200
absEta_2_2.5-bad-gainEle_1	runNumber	297432	297483	1.0023	0.0009	0.0000	0.0014	0.0200
absEta_2_2.5-bad-gainEle_1	runNumber	297484	297485	0.9997	0.0011	0.0000	0.0014	0.0200
absEta_2_2.5-bad-gainEle_1	runNumber	297486	297487	0.9987	0.0009	0.0000	0.0014	0.0200
absEta_2_2.5-bad-gainEle_1	runNumber	297488	297503	1.0030	0.0009	0.0000	0.0014	0.0200
absEta_2_2.5-bad-gainEle_1	runNumber	297504	297557	0.9968	0.0011	0.0000	0.0014	0.0200
absEta_2_2.5-bad-gainEle_1	runNumber	297558	297598	0.9970	0.0011	0.0000	0.0014	0.0200
absEta_2_2.5-bad-gainEle_1	runNumber	297599	297603	0.9958	0.0010	0.0000	0.0014	0.0200
absEta_2_2.5-bad-gainEle_1	runNumber	297604	297619	0.9973	0.0011	0.0000	0.0014	0.0200
