mc run lumi evt
101 1 327388 62203756
111 1 19871 3086578
125 1 7797 1087649
101 1 291969 55473960
101 1 401081 76205368
102 1 249086 35536264
125 1 5105 712129
125 1 27947 3898584
125 1 25621 3573993
110 1 58408 24005544
101 1 320456 60886652
101 1 30715 5835770
101 1 59905 11381908
125 1 25908 3614100
125 1 3123 435645
125 1 23860 3328417
101 1 67792 12880494
105 1 56102 8808059
14 1 9955 1428508
12 1 7229 867369
12 1 4631 555703
101 1 390771 74246512
110 1 60487 24859792
101 1 338839 64379352
111 1 22646 4000791
109 1 63277 10772772
127 1 1248 246752
111 1 12416 1928555
101 1 67907 12902346
14 1 6257 897903
101 1 338501 64315196
101 1 375653 71374024
101 1 290105 55119996
11 1 7375 1017790
101 1 398138 75646104
101 1 63884 12137973
101 1 90284 17153820
127 1 753 148780
125 1 11813 1647779
101 1 299245 56856548
12 1 12173 1460792
101 1 272930 51856608
111 1 30703 4769169
101 1 250061 47511508
11 1 3419 471890
110 1 201122 82661088
127 1 439 86609
104 1 16242 3004766
101 1 417041 79237648
110 1 147570 60651136
101 1 124603 23674564
111 1 30685 5420935
101 1 288618 54837376
105 1 112494 17661548
101 1 278583 52930772
108 1 231857 90771976
101 1 202295 38436056
12 1 7241 868862
109 1 51782 8815902
101 1 17082 3245579
101 1 129786 24659252
101 1 165871 31515408
101 1 386975 73525168
108 1 292369 114462448
125 1 22455 3132370
101 1 50975 9685286
101 1 31075 5904134
13 1 1505 208312
101 1 315441 59933768
101 1 39639 7531309
11 1 10412 1436823
101 1 124914 23733522
127 1 212 41875
101 1 26351 5006590
105 1 51338 8060068
108 1 12443 4871420
109 1 28220 4804402
11 1 295 40618
127 1 222 43756
101 1 160810 30553868
106 1 59718 10136996
105 1 71825 11276540
101 1 398403 75696480
106 1 55899 9488885
127 1 1048 207191
106 1 127337 22199032
109 1 46584 7930913
102 1 1099229 156823328
105 1 183638 28831218
101 1 73135 13895660
102 1 801911 114405992
101 1 298936 56797752
101 1 126077 23954480
101 1 257266 48880384
104 1 40081 7414919
101 1 260456 49486496
101 1 225071 42763440
11 1 9200 1269546
101 1 303847 57730764
101 1 166485 31632064
107 1 87301 13851727
11 1 1441 198863
109 1 5452 928154
101 1 86714 16475521
12 1 1301 156026
12 1 1017 122010
125 1 13814 1927021
13 1 10501 1452676
101 1 414828 78817184
101 1 376358 71508000
101 1 368309 69978664
12 1 6122 734604
110 1 166453 68412120
102 1 800021 114136320
101 1 60990 11588018
101 1 350267 66550612
101 1 204252 38807760
102 1 740003 105573688
125 1 12245 1708238
127 1 764 150875
14 1 3455 495658
101 1 17380 3302124
12 1 2765 331788
13 1 3847 532039
123 1 3017 935026
110 1 122100 50182984
101 1 143926 27345970
101 1 418191 79456312
111 1 31922 5639545
101 1 113442 21553956
101 1 297657 56554672
110 1 383699 157700128
13 1 3906 540326
105 1 139484 22177972
101 1 128527 24420016
14 1 4585 657966
106 1 80669 13693412
