mc run lumi evt
9 1 5089 829423
105 1 133687 21256144
101 1 140883 26767704
101 1 66608 12655504
101 1 303780 57718080
101 1 46748 8881975
6 1 6542 878873
107 1 183284 29081140
105 1 125777 19746834
108 1 128419 50276156
7 1 1229 200272
125 1 12017 1676284
7 1 4380 713891
125 1 28663 3998385
102 1 12686 1809791
125 1 1219 169917
101 1 23410 4447904
127 1 163 32109
106 1 13219 2304484
109 1 70181 11948232
106 1 80913 13734858
125 1 26845 3744835
125 1 12283 1713530
111 1 11 1884
101 1 218319 41480480
101 1 397444 75514344
9 1 7009 1142500
101 1 182024 34584408
7 1 3230 526462
102 1 652791 93131504
7 1 761 124081
109 1 7773 1323328
101 1 52141 9906669
101 1 253858 48233048
101 1 147675 28058152
125 1 28095 3989465
127 1 259 51106
6 1 6683 897793
9 1 1450 236256
101 1 228763 43464864
101 1 156349 29706320
6 1 5321 714918
104 1 127007 23496320
125 1 5197 725038
6 1 5752 772727
101 1 182899 34750624
125 1 23661 3300689
101 1 132122 25103174
101 1 20047 3808932
106 1 88790 15478955
109 1 24503 4171708
9 1 5972 973321
9 1 5955 970593
9 1 6994 1139997
9 1 326 53065
9 1 5383 877303
7 1 4190 682890
108 1 276725 108337984
105 1 38114 5983938
127 1 6 1151
106 1 6144 1071063
110 1 216796 89103088
125 1 8765 1222703
101 1 383268 72820816
101 1 115973 22034764
125 1 10997 1534015
127 1 1030 203495
106 1 57037 9682000
101 1 153190 29106030
9 1 5216 850270
101 1 270509 51396748
101 1 132838 25239078
125 1 5310 740711
111 1 28658 4451542
101 1 279509 53106648
110 1 276853 113786224
125 1 402 56074
101 1 19402 3686257
101 1 94319 17920544
6 1 8120 1090814
109 1 9292 1581961
9 1 9062 1477075
108 1 325373 127383256
101 1 141356 26857484
6 1 1616 217058
6 1 9806 1317249
7 1 1303 212258
101 1 208892 39689392
101 1 311574 59198996
108 1 304012 119020504
101 1 146281 27793300
121 1 1131 213675
110 1 219666 90282584
101 1 117889 22398804
108 1 100671 39412668
105 1 155116 24663392
9 1 1787 291162
107 1 67634 10731274
101 1 96722 18377052
109 1 50419 8583817
125 1 1601 223349
108 1 238401 93333816
125 1 5987 835116
101 1 247994 47118772
127 1 210 41337
108 1 312031 122160112
107 1 278517 44191304
101 1 319791 60760300
101 1 67747 12871808
7 1 3466 564873
101 1 47619 9047466
9 1 5234 853095
127 1 1075 212357
101 1 361762 68734760
107 1 344240 54619320
101 1 348385 66193080
109 1 15375 2617585
101 1 259501 49305164
7 1 8015 1306334
121 1 2559 508382
106 1 16129 2737899
101 1 289002 54910376
6 1 8366 1123935
125 1 2819 393307
101 1 308115 58541780
125 1 22003 3069366
9 1 9112 1485257
109 1 10234 1742393
9 1 2120 345569
108 1 98740 38656488
101 1 80449 15285142
102 1 1034422 147577456
6 1 7012 941961
125 1 28209 3935117
101 1 210027 39905116
6 1 2122 285048
125 1 17109 2386713
101 1 231130 43914560
9 1 9106 1484157
