mc run lumi evt
102 1 675514 96373224
102 1 114061 16272709
102 1 543376 77521576
102 1 647725 92408632
11 1 10256 1415290
102 1 1058428 151002448
125 1 3529 501132
11 1 1372 189379
101 1 7906 1502057
102 1 844126 120428576
102 1 57415 8191246
14 1 8492 1218588
102 1 1069525 152585440
11 1 9710 1340064
102 1 20858 2975741
102 1 221705 31629854
11 1 1252 172837
14 1 6257 897837
11 1 5453 752539
11 1 10610 1464123
102 1 847482 120907408
102 1 1001048 142816208
102 1 1029280 146843904
14 1 7730 1109231
11 1 5524 762333
102 1 228361 32579368
102 1 858653 122501160
11 1 10814 1492390
125 1 1641 228959
11 1 8072 1114039
14 1 10242 1469685
125 1 12498 1743393
11 1 3056 421802
102 1 649754 92698264
102 1 341518 48723224
11 1 9982 1377508
102 1 949355 135441296
11 1 382 52777
101 1 72980 13866155
102 1 193742 27640508
102 1 1074476 153291872
102 1 482213 68795672
102 1 399341 56972672
125 1 6990 992561
11 1 197 27217
102 1 647576 92387616
102 1 724423 103351056
125 1 2795 389953
102 1 814970 116269056
102 1 662711 94546864
11 1 5107 704666
11 1 8141 1123388
14 1 10059 1443400
102 1 115027 16410492
102 1 447247 63807264
102 1 666367 95068312
102 1 526847 75163504
102 1 879532 125479928
101 1 297517 56528072
14 1 7964 1142774
102 1 387779 55323208
102 1 221173 31554024
14 1 1211 173766
102 1 342749 48898948
102 1 539111 76913184
11 1 3259 449636
125 1 2887 402601
121 1 4275 807800
14 1 3409 489106
127 1 1016 200745
102 1 90029 12844145
14 1 6705 962131
101 1 402315 76439848
11 1 8218 1134138
101 1 210530 40000600
11 1 8464 1167907
102 1 507136 72351376
102 1 546968 78034128
102 1 137009 19546540
11 1 1889 260666
14 1 6641 952939
11 1 3599 496602
11 1 5153 711127
14 1 576 82636
102 1 1116815 159332192
102 1 628831 89713112
14 1 8610 1235500
125 1 22257 3160382
101 1 151261 28739478
101 1 302471 57469464
102 1 907441 129461512
11 1 2233 308027
11 1 3422 472352
102 1 1017439 145154576
11 1 2582 356395
102 1 753862 107550856
102 1 1107797 158045680
101 1 62311 11838989
14 1 1650 236730
102 1 594653 84837088
111 1 31198 5511642
11 1 10766 1485782
102 1 944801 134791552
102 1 914794 130510480
14 1 3873 555691
102 1 746018 106431920
11 1 8630 1191058
11 1 2600 358772
121 1 2793 554980
101 1 341338 64854112
125 1 15802 2243846
102 1 1036997 147944880
102 1 927052 132259432
102 1 473591 67565736
102 1 771122 110013376
102 1 140173 19997920
125 1 24077 3358726
125 1 17065 2380474
11 1 3215 443627
102 1 572681 81702544
125 1 7271 1014208
102 1 1116310 159260208
101 1 419633 79730240
102 1 37633 5368885
102 1 78894 11255536
11 1 8857 1222186
102 1 203828 29079492
102 1 732839 104551616
14 1 7983 1145471
102 1 862828 123096672
11 1 3190 440232
102 1 651905 93005072
11 1 1676 231277
102 1 300742 42905748
102 1 556040 79328400
102 1 177347 25301454
14 1 7373 1058018
11 1 14 1870
102 1 757346 108048080
102 1 903108 128843408
101 1 51116 9712013
11 1 1405 193774
11 1 2080 287051
11 1 8851 1221407
102 1 1002308 142995984
14 1 3458 496143
125 1 1978 280847
127 1 1120 221438
14 1 10269 1473550
102 1 350176 49958388
121 1 2491 494807
11 1 6482 894463
11 1 1413 194988
11 1 4310 594841
127 1 1187 234524
11 1 10328 1425339
102 1 831754 118663616
14 1 5423 778164
14 1 3118 447377
11 1 6588 909144
14 1 5507 790289
14 1 1973 283040
102 1 33743 4813980
102 1 44263 6314782
11 1 6151 848723
102 1 274199 39119036
102 1 48142 6868217
102 1 694207 99040104
14 1 7075 1015287
11 1 3062 422639
102 1 303065 43237220
14 1 7389 1060308
14 1 4982 714852
102 1 558346 79657336
11 1 5024 693319
11 1 7591 1047544
14 1 3289 471853
125 1 27420 3893561
102 1 60547 8637922
14 1 7588 1088822
102 1 363502 51859512
102 1 1059069 151093824
14 1 7067 1014002
102 1 49733 7095279
14 1 10241 1469540
102 1 619253 88346752
102 1 984860 140506736
102 1 737785 105257376
14 1 5892 845454
102 1 677983 96725464
125 1 11212 1592023
125 1 16220 2262629
102 1 587509 83817856
102 1 798334 113895552
11 1 3428 472998
14 1 7687 1103002
14 1 2912 417862
11 1 379 52320
102 1 166640 23774020
125 1 4276 596484
102 1 593245 84636264
11 1 2641 364431
101 1 314216 59701012
102 1 366979 52355720
102 1 4106 585729
101 1 305702 58083208
11 1 1207 166575
102 1 923993 131822920
102 1 316085 45094776
102 1 245807 35068564
102 1 196502 28034346
14 1 169 24205
11 1 2830 390599
14 1 7586 1088585
102 1 952306 135862352
11 1 8417 1161496
14 1 8893 1276140
102 1 77954 11121540
14 1 4046 580566
102 1 65434 9335152
125 1 24552 3424991
14 1 2729 391617
14 1 7107 1019741
102 1 504695 72003264
101 1 215804 41002716
102 1 1113875 158912768
121 1 9056 1711573
11 1 9847 1358839
102 1 398914 56911608
102 1 237620 33900528
102 1 769386 109765712
102 1 803861 114684168
11 1 2173 299894
102 1 288160 41110720
102 1 1057904 150927648
14 1 655 93968
101 1 225144 42777260
11 1 9934 1370817
102 1 885041 126265936
11 1 4628 638657
14 1 7217 1035649
11 1 144 19866
102 1 667073 95169112
102 1 889013 126832440
102 1 929732 132641736
102 1 511729 73006648
11 1 2998 413612
102 1 695894 99280920
125 1 1109 154622
102 1 195098 27834084
102 1 1092976 155931200
127 1 1219 240823
102 1 271451 38726960
102 1 938248 133856744
11 1 169 23303
102 1 650528 92808592
14 1 2911 417746
11 1 6488 895466
102 1 863965 123258944
102 1 682982 97438864
11 1 106 14568
102 1 224089 31970076
101 1 219367 41679732
102 1 1099189 156817536
11 1 3590 495529
11 1 2303 317885
11 1 652 90017
102 1 957169 136556048
11 1 8825 1217825
102 1 824051 117564672
11 1 7955 1097809
102 1 847356 120889448
102 1 250498 35737672
102 1 792221 113023480
101 1 62787 11929476
121 1 3427 647540
102 1 626503 89380992
101 1 129409 24587586
102 1 795454 113484680
102 1 484195 69078368
11 1 542 74785
121 1 163 32351
102 1 78082 11139563
102 1 614362 87648968
102 1 495696 70719272
102 1 792734 113096696
14 1 1345 192971
11 1 8443 1165131
102 1 219251 31279852
11 1 10807 1491428
14 1 9917 1423103
102 1 1038866 148211616
11 1 3749 517391
102 1 842385 120180256
102 1 166636 23773450
125 1 20114 2856179
125 1 26532 3767477
14 1 6803 976212
102 1 127388 18174124
102 1 725383 103488000
102 1 848605 121067608
102 1 502895 71746448
125 1 16467 2338229
102 1 170230 24286156
14 1 7364 1056650
102 1 538282 76794784
111 1 139826 26662590
11 1 1310 180754
102 1 774300 110466792
101 1 121596 23103182
11 1 4026 555586
102 1 11341 1617995
102 1 199861 28513392
102 1 696550 99374496
14 1 3705 531546
14 1 171 24552
102 1 378404 53985748
102 1 307526 43873648
14 1 5339 766122
11 1 4042 557761
14 1 113 16101
102 1 938243 133856064
11 1 5800 800363
11 1 9895 1365544
11 1 4699 648334
11 1 5096 703254
102 1 854153 121859232
11 1 5046 696347
14 1 5930 850925
14 1 8774 1259029
102 1 1043765 148910432
102 1 770170 109877480
102 1 438174 62512800
14 1 7513 1077979
102 1 746053 106436768
11 1 4996 689504
102 1 99266 14161966
11 1 8323 1148457
102 1 54179 7729638
102 1 693541 98945208
11 1 10457 1443096
14 1 9124 1309287
102 1 94664 13505459
102 1 607636 86689416
125 1 4527 631380
102 1 144856 20666130
11 1 2345 323628
101 1 53082 10085473
14 1 7079 1015789
102 1 169637 24201628
102 1 1009897 144078512
102 1 1037966 148083088
102 1 214161 30553608
102 1 67225 9590647
127 1 1196 236377
102 1 528943 75462584
11 1 3550 489818
14 1 2052 294414
14 1 8173 1172720
11 1 3463 477955
102 1 951803 135790512
102 1 1023725 146051504
102 1 760379 108480832
125 1 14791 2063334
14 1 4377 628071
102 1 367676 52455080
102 1 723257 103184712
11 1 1280 176568
11 1 7633 1053286
11 1 9490 1309498
14 1 2137 306685
102 1 991148 141403872
14 1 7205 1033855
102 1 850253 121302832
102 1 242336 34573212
101 1 172621 32797804
14 1 3152 452275
14 1 5881 843876
121 1 3377 671008
102 1 768742 109673808
102 1 1082858 154487824
11 1 506 69824
14 1 6697 961040
102 1 578981 82601328
11 1 6248 862296
125 1 10065 1403958
102 1 61507 8775020
14 1 4735 679340
102 1 364997 52073004
14 1 1345 192911
102 1 1013911 144651200
102 1 1004453 143302048
125 1 2333 325497
102 1 570686 81417880
102 1 34139 4870534
102 1 11461 1635025
102 1 1040849 148494432
11 1 7937 1095320
11 1 9398 1296859
102 1 868009 123835864
14 1 6691 960177
14 1 367 52553
102 1 83152 11862918
102 1 735862 104982936
102 1 883294 126016544
101 1 118288 22474620
102 1 99130 14142500
102 1 1104646 157596144
102 1 37197 5306764
125 1 22419 3127332
101 1 331175 62923200
102 1 722264 103043032
11 1 6988 964355
11 1 4189 578094
101 1 98175 18653192
102 1 690965 98577712
11 1 4892 675062
102 1 778970 111132992
11 1 418 57615
101 1 296779 56387824
14 1 3324 476957
125 1 25139 3506857
11 1 2263 312249
11 1 8311 1146900
14 1 9915 1422686
102 1 463735 66159416
101 1 16773 3186896
102 1 953924 136093248
14 1 7425 1065408
102 1 559472 79818016
102 1 713394 101777536
102 1 1022828 145923456
102 1 558431 79669408
11 1 2062 284607
125 1 17039 2376898
11 1 1649 227557
102 1 919132 131129536
14 1 9779 1403271
14 1 3882 557037
14 1 625 89644
125 1 9549 1332087
11 1 5002 690161
123 1 1383 231358
11 1 9020 1244831
14 1 1034 148328
14 1 7358 1055857
102 1 902147 128706368
102 1 928769 132504328
11 1 4220 582468
102 1 401445 57272804
102 1 370129 52805024
102 1 970752 138493936
102 1 776889 110836152
14 1 9 1229
102 1 53675 7657552
102 1 366292 52257540
14 1 2959 424489
102 1 995027 141957200
14 1 3589 514978
14 1 7807 1120230
102 1 543527 77543216
14 1 2644 379344
102 1 669419 95503888
102 1 61087 8715125
102 1 936172 133560432
14 1 32 4537
11 1 8506 1173769
14 1 5436 780032
101 1 58331 11082922
127 1 348 68795
102 1 423410 60406448
125 1 17735 2474063
11 1 8518 1175494
102 1 565753 80714136
102 1 3971 566551
11 1 8264 1140426
102 1 688319 98200104
125 1 5560 789469
102 1 305791 43626044
102 1 84773 12094365
102 1 779462 111203200
11 1 1454 200606
102 1 982289 140140000
11 1 3911 539736
11 1 9497 1310690
14 1 8369 1200908
102 1 364249 51966104
101 1 180934 34377384
102 1 774698 110523616
102 1 698534 99657536
102 1 781359 111473872
11 1 4783 660033
14 1 7199 1032943
11 1 9128 1259690
11 1 8989 1240492
11 1 10744 1482663
102 1 96751 13803034
11 1 5402 745524
102 1 631529 90098184
11 1 8692 1199480
102 1 1034146 147538176
102 1 361432 51564300
102 1 1004300 143280064
11 1 203 28024
102 1 168520 24042136
102 1 77200 11013784
121 1 9909 1872802
102 1 716323 102195328
102 1 411274 58674968
11 1 1226 169151
102 1 284216 40548172
102 1 810925 115691920
14 1 6968 999906
125 1 6634 925368
14 1 3189 457614
102 1 105581 15062854
125 1 11834 1680361
11 1 971 133944
11 1 7600 1048671
102 1 414299 59106576
11 1 1822 251388
101 1 238723 45357200
101 1 9037 1717023
102 1 896729 127933448
127 1 868 171512
102 1 772528 110214048
11 1 3701 510714
111 1 203765 39156720
11 1 5272 727594
11 1 3437 474364
102 1 715814 102122752
14 1 283 40560
102 1 58835 8393865
102 1 571336 81510608
102 1 1058761 151049856
14 1 10263 1472617
14 1 9566 1372685
102 1 993992 141809472
102 1 618788 88280504
14 1 8595 1233298
14 1 314 45001
102 1 869431 124038776
121 1 2331 463115
101 1 335285 63704100
102 1 319084 45522656
102 1 769889 109837488
102 1 518735 74006112
14 1 6867 985354
102 1 687442 98075008
101 1 80813 15354353
11 1 7600 1048861
125 1 13033 1850674
14 1 911 130696
102 1 574501 81962168
14 1 6592 945887
11 1 2518 347349
14 1 8247 1183421
102 1 1038163 148111232
111 1 165080 31478136
102 1 844912 120540768
102 1 678809 96843336
102 1 722911 103135256
125 1 5778 805959
102 1 380221 54244836
125 1 11686 1630129
11 1 1292 178374
11 1 6992 964912
102 1 276494 39446436
14 1 6893 989037
102 1 758792 108254416
