mc run lumi evt
102 1 829556 118350056
9 1 133 21590
6 1 3449 463351
7 1 7900 1287694
102 1 170983 24393602
102 1 184862 26373676
101 1 325459 61837188
6 1 359 48344
102 1 628906 89723784
6 1 1088 146125
6 1 10889 1462748
7 1 6460 1052851
102 1 611426 87230080
102 1 566918 80880272
102 1 223087 31827050
102 1 538768 76864272
102 1 321257 45832696
6 1 10810 1452184
102 1 60152 8581616
102 1 792034 112996816
9 1 1865 303913
110 1 376491 154737536
7 1 1274 207690
102 1 200334 28580966
102 1 835838 119246176
102 1 146174 20854096
7 1 3380 550906
102 1 468793 66881040
9 1 2023 329708
102 1 575942 82167824
9 1 4499 733403
102 1 395807 56468544
103 1 109078 17474372
102 1 411139 58655716
7 1 4511 735241
102 1 754769 107680456
102 1 614719 87699824
103 1 453079 72583344
7 1 670 109075
102 1 37819 5395492
102 1 413299 58963952
102 1 415787 59319000
6 1 2167 290968
7 1 2800 456279
102 1 141961 20253020
102 1 331791 47335492
9 1 3152 513669
7 1 7214 1175796
102 1 981577 140038304
6 1 2978 400139
9 1 3476 566630
6 1 7201 967334
6 1 5642 757904
102 1 48574 6929886
102 1 974354 139007856
125 1 8668 1230774
103 1 497218 79654328
6 1 10508 1411534
102 1 119800 17091364
102 1 537985 76752408
102 1 799859 114113208
125 1 3683 522919
103 1 462757 74133632
9 1 954 155456
9 1 119 19305
7 1 188 30526
125 1 357 50608
102 1 525605 74986288
102 1 699491 99794008
102 1 272932 38938312
9 1 3530 575427
102 1 773048 110288256
101 1 208041 39527752
102 1 960364 137011984
103 1 488728 78294160
9 1 3896 635104
7 1 2617 426491
102 1 746425 106490024
102 1 345057 49228120
102 1 937769 133788296
9 1 2829 461066
9 1 176 28727
9 1 2182 355604
101 1 302694 57511728
102 1 804541 114781224
102 1 226802 32357184
7 1 149 24185
102 1 977999 139527792
102 1 923835 131800448
103 1 337207 54020536
103 1 315859 50600588
125 1 12338 1751995
102 1 1099161 156813616
9 1 7790 1269826
7 1 5264 858066
102 1 127886 18245086
102 1 1098401 156705152
9 1 6461 1053070
6 1 5285 710012
125 1 11240 1596044
102 1 378182 53954032
102 1 133471 19041872
110 1 417267 171496576
7 1 1677 273329
102 1 779980 111277192
9 1 6410 1044707
102 1 427985 61059160
9 1 3422 557832
7 1 737 120147
6 1 9797 1316125
101 1 145992 27738392
6 1 10555 1417945
7 1 7343 1196960
9 1 1127 183663
102 1 90211 12870119
110 1 256405 105382232
102 1 72181 10297793
9 1 6373 1038703
102 1 253681 36191752
102 1 372067 53081464
7 1 4139 674727
102 1 690136 98459336
102 1 984343 140432912
102 1 645881 92145616
102 1 1044304 148987264
7 1 7099 1157088
102 1 281941 40223544
102 1 221329 31576140
102 1 778805 111109496
102 1 972565 138752624
6 1 3163 424952
102 1 235607 33613280
103 1 316158 50648500
9 1 7191 1172130
102 1 579464 82670280
102 1 397100 56652952
102 1 4186 597143
102 1 809999 115559848
7 1 3838 625495
102 1 343046 48941308
102 1 41774 5959828
102 1 290633 41463728
6 1 8171 1097726
102 1 126452 18040576
125 1 13461 1911392
102 1 539806 77012336
102 1 681278 97195600
102 1 411698 58735612
102 1 191570 27330760
102 1 838693 119653504
103 1 463294 74219768
102 1 29938 4271074
