mc run lumi evt
121 1 2757 520935
102 1 270571 38601360
102 1 440387 62828624
102 1 688369 98207232
102 1 729880 104129480
102 1 974379 139011392
9 1 7058 1150348
102 1 763529 108930056
102 1 700058 99874960
9 1 6492 1058148
121 1 7968 1505920
102 1 140677 20069782
125 1 17933 2546409
102 1 305125 43531060
7 1 6278 1023286
103 1 401231 64277048
9 1 882 143685
9 1 4387 714919
102 1 358055 51082580
102 1 455086 64925536
6 1 8413 1130176
9 1 3491 568964
102 1 267508 38164444
9 1 4716 768656
102 1 291879 41641400
7 1 2763 450345
102 1 112006 15979447
102 1 970247 138421856
102 1 907678 129495288
102 1 819671 116939776
7 1 1639 267025
110 1 209438 86078952
102 1 732664 104526752
9 1 5618 915782
102 1 1067404 152282864
103 1 307852 49317868
9 1 56 9084
102 1 1099922 156922288
6 1 8377 1125358
9 1 8078 1316627
6 1 1672 224551
103 1 471887 75596240
102 1 894517 127617632
102 1 292111 41674532
110 1 370156 152133968
102 1 83831 11959871
110 1 182534 75021416
102 1 641810 91564944
102 1 758848 108262288
6 1 980 131596
103 1 161356 25849192
102 1 494771 70587256
7 1 8792 1433115
6 1 10960 1472198
103 1 127927 20493872
9 1 2731 445033
102 1 228389 32583544
102 1 664786 94842728
102 1 562378 80232600
6 1 3235 434485
6 1 550 73843
102 1 283156 40396836
102 1 184831 26369172
121 1 5554 1049562
9 1 7958 1297038
6 1 478 64170
125 1 25683 3582758
102 1 322198 45966856
102 1 61069 8712488
102 1 82844 11819106
102 1 565352 80656880
102 1 872271 124443992
110 1 420101 172661232
6 1 9797 1316125
102 1 999052 142531424
102 1 609280 86923944
6 1 6517 875467
7 1 6562 1069482
6 1 2540 341319
6 1 2933 394088
102 1 44807 6392494
102 1 581785 83001368
102 1 268766 38343952
102 1 1113913 158918128
102 1 812629 115935040
110 1 451557 185589856
102 1 697091 99451656
102 1 659108 94032800
7 1 179 29138
102 1 176884 25235478
102 1 357431 50993584
102 1 519272 74082792
125 1 14540 2028299
6 1 26 3577
103 1 377943 60546572
7 1 519 84533
9 1 1904 310337
102 1 133264 19012280
101 1 192526 36579900
102 1 741125 105733904
9 1 5313 865979
6 1 10525 1413734
125 1 19148 2718933
6 1 8219 1104166
9 1 2633 429058
7 1 3103 505779
125 1 979 138994
103 1 251318 40261072
110 1 154783 63615484
103 1 115253 18463482
102 1 464486 66266652
9 1 1448 236069
102 1 460696 65725904
9 1 6473 1055000
102 1 1094272 156116096
102 1 174040 24829736
6 1 1988 267114
9 1 758 123459
7 1 9138 1489412
103 1 488014 78179888
6 1 2272 305150
7 1 2375 387134
125 1 26621 3713522
102 1 688591 98239016
7 1 82 13376
6 1 8234 1106199
6 1 5998 805771
9 1 734 119597
102 1 522202 74500688
102 1 64646 9222865
102 1 503317 71806536
121 1 8887 1679518
9 1 8542 1392307
102 1 497787 71017608
9 1 415 67532
102 1 647239 92339360
102 1 670997 95728896
102 1 9409 1342280
101 1 385758 73293952
102 1 488956 69757720
102 1 259606 37037056
110 1 168853 69398352
102 1 222692 31770692
7 1 299 48740
110 1 396846 163103568
7 1 8546 1393067
102 1 712846 101699264
9 1 7914 1289910
103 1 210221 33677276
102 1 81302 11599177
102 1 912005 130112784
102 1 201697 28775308
9 1 4936 804471
102 1 310838 44346180
101 1 130753 24843068
102 1 633823 90425408
102 1 449615 64145096
102 1 719512 102650408
125 1 21905 3055625
103 1 286834 45950808
102 1 99983 14264212
102 1 565214 80637216
103 1 88539 14183922
6 1 10342 1389183
6 1 9866 1325448
6 1 731 98241
9 1 5124 835137
6 1 374 50272
102 1 432109 61647592
101 1 9899 1880702
9 1 1096 178533
9 1 6342 1033741
9 1 1380 224936
102 1 312689 44610412
7 1 6504 1060094
9 1 4787 780336
7 1 3394 553232
110 1 385355 158380848
6 1 5185 696529
7 1 4840 788834
102 1 222316 31717074
7 1 657 107047
7 1 8057 1313166
102 1 750322 107045992
6 1 5969 801868
103 1 97799 15667361
102 1 884027 126121104
6 1 6973 936742
101 1 12080 2295105
125 1 20533 2864353
6 1 4856 652278
102 1 682577 97381024
102 1 1117085 159370752
7 1 4596 749080
102 1 825839 117819808
6 1 2735 367424
103 1 285008 45658236
101 1 141457 26876660
7 1 2790 454682
102 1 678810 96843536
102 1 968147 138122240
110 1 263361 108241344
9 1 7922 1291208
102 1 384382 54838472
102 1 244417 34870164
102 1 1049962 149794448
102 1 45803 6534538
101 1 35140 6676499
6 1 4117 553025
6 1 5549 745382
110 1 93084 38257324
102 1 221251 31565052
101 1 240887 45768512
7 1 5345 871303
7 1 4541 740081
125 1 13041 1819252
103 1 389481 62394716
9 1 5224 851549
102 1 996797 142209712
102 1 64165 9154087
110 1 423414 174023136
6 1 7315 982598
125 1 28171 3929757
102 1 784040 111856432
102 1 437528 62420760
102 1 238385 34009668
102 1 469364 66962552
102 1 896452 127893824
102 1 110147 15714416
103 1 422227 67640680
9 1 7441 1212809
102 1 305500 43584712
102 1 709765 101259728
6 1 9629 1293568
103 1 124193 19895814
110 1 117749 48394688
103 1 213203 34155224
6 1 9773 1312773
102 1 364354 51981184
6 1 10415 1399113
6 1 1639 220172
102 1 1105682 157743968
110 1 82748 34009284
110 1 15347 6307504
102 1 531451 75820320
6 1 640 86014
101 1 328436 62402764
7 1 1404 228816
6 1 7016 942601
123 1 1019 170520
110 1 144853 59534344
7 1 4819 785504
125 1 7223 1007495
103 1 263758 42254012
102 1 956828 136507504
102 1 1099012 156792384
102 1 888503 126759792
125 1 1359 192977
102 1 1012141 144398752
9 1 8526 1389699
102 1 1103710 157462480
102 1 1055008 150514336
7 1 7390 1204548
102 1 214813 30646560
102 1 949952 135526400
103 1 392692 62909332
102 1 549946 78458976
9 1 6188 1008689
103 1 295157 47284060
102 1 385355 54977288
7 1 3517 573240
103 1 125662 20131046
7 1 6895 1123795
9 1 694 113032
7 1 2236 364453
7 1 4430 721976
6 1 6483 870881
110 1 201558 82840024
110 1 349665 143712128
102 1 1104464 157570192
9 1 798 129997
102 1 906335 129303896
7 1 5195 846752
9 1 6751 1100403
7 1 6986 1138728
102 1 635186 90619912
103 1 264867 42431672
102 1 817729 116662552
103 1 110201 17654122
125 1 5323 742591
102 1 220891 31513800
109 1 57189 9736438
9 1 8542 1392311
103 1 338506 54228560
102 1 777520 110926216
125 1 12103 1718578
6 1 3847 516746
6 1 11068 1486784
7 1 3143 512195
103 1 152898 24494348
103 1 124969 20020128
110 1 54547 22418594
102 1 38171 5445714
125 1 25689 3583551
125 1 2565 364096
101 1 100284 19053836
102 1 832124 118716448
9 1 4851 790677
102 1 591130 84334544
9 1 3916 638268
110 1 201031 82623544
102 1 984481 140452512
102 1 440159 62796076
9 1 8204 1337311
102 1 951238 135710016
101 1 121447 23074776
102 1 968801 138215568
7 1 3371 549391
103 1 13848 2218537
6 1 8341 1120522
7 1 1141 185915
102 1 237436 33874252
102 1 503722 71864240
9 1 5524 900336
102 1 18963 2705368
7 1 5560 906127
101 1 92241 17525760
6 1 10402 1397250
102 1 310009 44227948
6 1 9941 1335409
7 1 106 17194
110 1 364990 150010624
6 1 2098 281753
103 1 154866 24809394
9 1 332 54181
9 1 3749 611099
102 1 477398 68108720
6 1 2149 288551
9 1 245 39921
103 1 210006 33642864
102 1 444253 63379972
102 1 999334 142571552
102 1 490849 70027792
7 1 3344 545011
110 1 70184 28845516
9 1 2675 436019
103 1 388338 62211720
102 1 765400 109196984
125 1 26128 3710147
6 1 7106 954509
102 1 567746 80998528
102 1 849626 121213408
6 1 7187 965570
102 1 947792 135218432
102 1 976340 139291104
103 1 124622 19964400
102 1 44380 6331522
102 1 700091 99879688
6 1 8207 1102563
7 1 4191 683129
7 1 8243 1343636
102 1 1035811 147775600
6 1 9946 1336023
102 1 702719 100254504
9 1 8119 1323427
103 1 302981 48537408
127 1 421 83041
110 1 35065 14411619
9 1 8118 1323217
103 1 207387 33223304
102 1 823477 117482736
7 1 7811 1273226
102 1 735526 104935024
102 1 786942 112270384
6 1 1291 173337
102 1 74611 10644368
102 1 383128 54659652
7 1 817 133066
9 1 3867 630286
9 1 4194 683598
9 1 2263 368753
125 1 22293 3165579
9 1 5699 928997
111 1 6683 1180684
125 1 5581 792481
6 1 9542 1281745
101 1 80131 15224727
9 1 8699 1417920
125 1 12561 1752310
125 1 19000 2650476
102 1 1094674 156173520
6 1 5564 747450
103 1 185617 29735904
7 1 1596 260119
102 1 455101 64927672
103 1 251228 40246664
102 1 270065 38529240
9 1 4285 698308
102 1 326291 46550856
7 1 2449 399053
102 1 343651 49027464
101 1 127847 24290938
6 1 8891 1194385
102 1 612037 87317168
103 1 316509 50704728
6 1 4688 629700
9 1 63 10205
102 1 809305 115460864
9 1 2202 358908
102 1 640036 91311856
9 1 563 91680
125 1 22809 3238846
110 1 12699 5219059
101 1 410755 78043368
102 1 896432 127890984
111 1 29743 4620060
7 1 7744 1262131
102 1 892376 127312296
102 1 168149 23989356
102 1 432535 61708200
110 1 428290 176026784
6 1 2557 343539
9 1 2427 395566
7 1 4343 707969
102 1 1119362 159695696
110 1 288024 118377536
102 1 598063 85323520
102 1 802282 114458856
7 1 6930 1129575
6 1 952 127900
103 1 450703 72202736
9 1 6374 1038858
9 1 8317 1355537
9 1 2259 368134
6 1 4675 628052
102 1 226969 32380808
102 1 852182 121577968
102 1 990532 141315776
110 1 209672 86175136
7 1 9065 1477589
9 1 6050 986176
7 1 4876 794800
6 1 1178 158356
9 1 7628 1243328
102 1 257030 36669704
102 1 197795 28218712
125 1 11491 1631747
103 1 178236 28553264
111 1 27572 4282797
102 1 793430 113196056
110 1 461831 189812448
7 1 7283 1187063
127 1 925 182792
102 1 895736 127791688
102 1 1026553 146454832
9 1 6968 1135761
9 1 3796 618746
102 1 102321 14597793
9 1 7978 1300378
9 1 938 152784
110 1 69165 28426432
110 1 357937 147112016
6 1 10027 1346900
9 1 3041 495736
121 1 459 91088
102 1 121638 17353664
102 1 917138 130844944
110 1 307204 126260752
102 1 1044703 149044272
9 1 4145 675674
110 1 104441 42925160
6 1 1334 179313
102 1 42955 6128210
103 1 80174 12843982
110 1 282349 116045304
102 1 401500 57280604
6 1 7348 987024
103 1 144813 23199056
102 1 644309 91921488
7 1 4340 707470
9 1 5069 826291
125 1 19533 2724796
103 1 238597 38223304
110 1 316173 129946800
9 1 898 146366
110 1 185373 76187912
6 1 1744 234256
7 1 10 1667
102 1 238201 33983268
103 1 181488 29074382
102 1 787084 112290608
102 1 500030 71337600
102 1 890995 127115152
102 1 1021763 145771520
102 1 674945 96292248
7 1 1958 319207
9 1 5879 958345
125 1 8541 1191401
103 1 334236 53544552
102 1 405709 57881200
9 1 295 47999
7 1 3306 538840
9 1 571 93015
110 1 274500 112819360
101 1 240560 45706268
102 1 697336 99486480
9 1 2770 451475
103 1 283139 45358920
103 1 261918 41959204
6 1 6077 816320
102 1 384719 54886532
9 1 6988 1138938
102 1 460882 65752432
9 1 3640 593214
9 1 6736 1097929
7 1 148 24133
7 1 7653 1247397
6 1 8929 1199456
102 1 474794 67737272
102 1 609776 86994776
102 1 955196 136274656
9 1 3746 610529
102 1 265046 37813200
6 1 859 115403
102 1 435628 62149644
102 1 73123 10432103
7 1 812 132368
102 1 499436 71252920
125 1 27000 3833988
102 1 1034846 147638016
102 1 141346 20165408
103 1 289813 46428136
9 1 7102 1157556
102 1 33611 4795240
102 1 904120 128987752
6 1 4690 629898
6 1 7684 1032219
9 1 733 119409
6 1 3221 432660
110 1 197669 81241560
9 1 307 50013
6 1 4006 538128
6 1 230 30892
102 1 919514 131184096
102 1 748793 106827800
7 1 2846 463786
102 1 574283 81931056
103 1 183026 29320616
102 1 64379 9184719
6 1 1109 149053
102 1 148 20984
9 1 809 131853
6 1 7651 1027786
102 1 121319 17308184
102 1 792712 113093496
125 1 9311 1322119
101 1 153212 29110202
102 1 1008246 143843088
9 1 3130 510081
6 1 3844 516302
7 1 5140 837752
110 1 386350 158789776
103 1 235387 37709008
6 1 5726 769280
125 1 23607 3293184
103 1 97364 15597822
102 1 496162 70785720
103 1 111924 17930356
103 1 113117 18121396
102 1 146194 20857044
102 1 603192 86055384
102 1 185110 26408892
125 1 22449 3131508
7 1 6323 1030653
6 1 10465 1405721
102 1 981019 139958592
9 1 5480 893142
102 1 460597 65711808
