mc lep_category run lumi evt
102 4 1 345388 49275328
101 5 1 380684 72329976
3 3 1 12153 1294361
101 4 1 285547 54253776
101 4 1 394046 74868632
5 5 1 7981 1412476
5 5 1 6097 1079096
101 3 1 69799 13261757
106 5 1 156942 26640888
2 5 1 2389 256810
125 4 1 16335 2278678
107 3 1 62443 9907604
2 5 1 11339 1218931
1 3 1 2433 443980
101 3 1 221127 42014032
127 5 1 1162 229585
108 5 1 79895 31278816
101 5 1 382636 72700832
2 3 1 1159 124514
107 4 1 13370 2121374
105 3 1 113510 18048056
5 5 1 8002 1416237
4 5 1 1243 211905
125 5 1 23283 3247893
1 3 1 2589 472468
125 4 1 25185 3513261
5 3 1 1544 273237
105 5 1 186589 29667632
101 5 1 383477 72860528
101 5 1 250640 47621608
101 3 1 309313 58769380
123 5 1 4426 1371908
101 5 1 154720 29396816
107 5 1 273886 43456616
127 5 1 712 140718
101 3 1 363524 69069504
101 5 1 291869 55454976
125 5 1 1441 200920
101 5 1 214259 40709144
1 5 1 7959 1452491
4 5 1 3219 548793
105 5 1 15223 2420301
102 4 1 540952 77175680
101 3 1 374439 71143240
106 5 1 76975 13066413
5 5 1 8203 1451887
127 3 1 389 76885
106 5 1 74819 13043488
101 5 1 277488 52722592
125 3 1 24329 3393856
1 5 1 1625 296511
102 5 1 367292 52400292
4 5 1 8337 1421303
101 5 1 229585 43620968
3 4 1 10497 1117957
101 4 1 305673 58077744
5 4 1 1723 304887
101 3 1 221205 42028808
101 5 1 103692 19701440
104 5 1 155809 28824652
101 4 1 145520 27648644
121 3 1 7063 1334735
111 4 1 37846 6686057
125 5 1 2615 364723
101 5 1 150880 28667212
101 5 1 189325 35971680
3 4 1 4501 479287
101 4 1 383459 72857200
125 5 1 829 115603
105 5 1 104257 16368297
125 3 1 24723 3448806
107 5 1 254727 40416640
102 5 1 843149 120289344
101 5 1 389421 73989960
111 5 1 16296 2531259
5 5 1 7595 1344205
104 5 1 78727 14564356
105 5 1 21036 3302627
101 4 1 346215 65780728
125 5 1 7172 1000427
5 5 1 1851 327474
1 4 1 2071 377941
111 5 1 37914 6698024
4 5 1 535 91245
111 5 1 14008 2175849
104 5 1 137640 25463370
101 3 1 163681 31099232
101 3 1 388886 73888304
101 5 1 32891 6249161
1 5 1 6422 1172008
105 5 1 97419 15294883
101 5 1 343484 65261980
101 3 1 67663 12855890
3 3 1 239 25527
5 5 1 2759 488331
2 3 1 1345 144673
107 5 1 375220 59534784
105 3 1 40743 6396603
101 3 1 253258 48118924
