mc lep_category run lumi evt
101 5 1 369646 70232704
101 3 1 69656 13234539
101 5 1 245734 46689448
125 4 1 4559 636030
127 5 1 1122 221757
125 5 1 11969 1669543
101 3 1 262175 49813260
101 3 1 372075 70694176
111 4 1 7509 1443058
125 3 1 13113 1829223
108 5 1 283626 111039376
111 5 1 2819 497962
125 5 1 14385 2006679
125 5 1 14527 2026460
101 5 1 279217 53051236
13 3 1 4622 639455
125 5 1 15871 2213938
108 5 1 289424 113309440
101 5 1 134244 25506312
105 5 1 128495 20430728
106 3 1 114013 19876232
101 3 1 399771 75956520
101 5 1 68655 13044460
127 4 1 1014 200465
125 3 1 4656 649450
101 3 1 331284 62943832
127 3 1 137 26908
101 5 1 354192 67296352
125 3 1 1826 254656
125 5 1 9508 1326344
107 5 1 262747 41689128
13 5 1 85 11646
101 4 1 351503 66785584
13 4 1 4000 553323
101 5 1 8140 1546532
101 5 1 367658 69854976
105 5 1 48738 7651907
125 5 1 20215 2819961
125 5 1 9121 1272431
111 5 1 18402 2858431
125 5 1 26283 3666409
101 5 1 383777 72917648
107 4 1 212350 33692904
125 4 1 9833 1371593
125 5 1 8341 1163622
101 5 1 196763 37384972
104 4 1 4140 765844
108 3 1 257308 100735952
101 5 1 413583 78580688
104 5 1 80175 14832250
125 5 1 8907 1242549
101 3 1 156721 29776936
125 5 1 11411 1591893
101 3 1 203901 38741108
101 5 1 246088 46756680
125 5 1 28239 3939296
125 3 1 9956 1413715
125 4 1 26624 3714019
105 5 1 88488 14069531
101 5 1 39794 7560850
101 5 1 190545 36203400
101 4 1 203652 38693776
125 5 1 10052 1402231
107 5 1 1630 258519
101 5 1 375445 71334392
101 5 1 305214 57990600
125 3 1 23870 3329856
104 4 1 160776 29743424
125 3 1 20590 2872241
125 5 1 197 27466
125 5 1 6663 929415
106 5 1 66899 11662645
125 5 1 8109 1131167
125 3 1 16081 2243259
105 5 1 73343 11514900
105 5 1 128275 20139160
101 4 1 32363 6148921
101 5 1 419255 79658360
13 5 1 4802 664236
127 5 1 1052 207988
104 4 1 98765 18271388
125 3 1 23854 3327625
101 5 1 286302 54397360
101 3 1 276670 52567196
108 5 1 204039 79881168
101 5 1 419563 79716976
13 5 1 4862 672556
111 5 1 32834 5800714
107 5 1 355172 56353916
125 4 1 28511 3977309
101 5 1 206362 39208788
101 4 1 348454 66206124
101 5 1 347500 66025028
108 3 1 59249 23195710
107 5 1 124169 19701540
101 5 1 196178 37273728
125 5 1 415 57798
13 3 1 8182 1131796
101 5 1 312632 59399912
101 3 1 395925 75225752
125 3 1 2627 366355
101 5 1 63973 12154729
102 5 1 472171 67363032
104 5 1 45147 8352147
105 4 1 38964 6195221
125 3 1 25892 3611864
101 3 1 190868 36264744
125 5 1 19503 2720651
127 4 1 70 13770
101 4 1 68646 13042688
125 5 1 24340 3395353
101 3 1 307562 58436724
125 4 1 3643 508120
123 3 1 3910 654299
101 5 1 219004 41610696
107 5 1 192005 30464720
101 5 1 40762 7744785
108 5 1 188289 73714864
125 5 1 6397 892243
101 4 1 73097 13888327
101 5 1 234199 44497780
111 3 1 21299 3762693
121 5 1 9769 1846194
107 3 1 25903 4109951
13 3 1 1390 192327
101 4 1 264883 50327612
101 5 1 310500 58994940
127 4 1 792 156563
101 4 1 6313 1199476
101 5 1 329516 62608000
127 4 1 672 132767
101 3 1 313058 59480860
106 5 1 113366 19243900
101 5 1 15396 2925123
101 5 1 47457 9016834
13 4 1 7022 971484
101 5 1 268287 50974540
125 3 1 14080 1964152
101 3 1 357839 67989312
101 5 1 225510 42846764
111 4 1 5744 1014807
101 5 1 172757 32823800
101 3 1 341877 64956480
125 4 1 21753 3034509
107 5 1 80626 12792640
101 5 1 155413 29528288
125 5 1 7469 1041816
106 5 1 51428 8965489
108 4 1 276481 108242216
13 3 1 932 128898
13 5 1 2284 315959
101 5 1 79421 15089863
101 5 1 216489 41132824
123 4 1 11036 3420969
101 3 1 134527 25560066
101 5 1 280342 53264984
125 5 1 13587 1895378
101 5 1 153145 29097472
125 3 1 1253 174781
13 3 1 5311 734694
13 3 1 8054 1114066
101 5 1 30608 5815399
101 4 1 355709 67584696
125 4 1 16735 2376351
125 5 1 13546 1889629
101 5 1 263048 49978944
101 4 1 93718 17806432
101 5 1 396212 75280248
123 4 1 671 207947
111 3 1 26131 4059040
101 5 1 207631 39449896
111 4 1 31486 4890862
107 5 1 8227 1305367
104 3 1 120249 22246032
104 3 1 43277 8006164
101 5 1 317104 60249736
125 5 1 10475 1461152
111 5 1 293734 56445872
111 5 1 14075 2186334
125 5 1 26699 3724534
107 3 1 157043 24917516
101 5 1 87842 16689995
101 5 1 91546 17393600
101 4 1 338373 64290724
101 5 1 46953 8920953
101 5 1 113275 21522214
101 5 1 203863 38733804
101 5 1 129141 24536784
108 3 1 149433 58503060
125 4 1 17799 2482825
13 5 1 6498 898884
107 4 1 45013 7141942
101 4 1 306872 58305696
107 5 1 232397 36873604
101 3 1 9994 1898847
111 3 1 3573 631143
101 3 1 134867 25624708
105 5 1 112984 17738472
101 3 1 284436 54042800
125 5 1 4019 560522
101 5 1 257306 48888072
125 3 1 17399 2427040
105 5 1 52507 8243725
106 5 1 58512 10200565
101 4 1 261681 49719304
101 5 1 132936 25257804
106 5 1 159012 27720996
101 5 1 155996 29639066
101 5 1 119495 22703998
105 3 1 86095 13517006
111 5 1 5167 912694
13 5 1 3514 486064
107 5 1 319451 50686136
13 5 1 6853 947969
125 3 1 3257 454246
101 5 1 31395 5964972
