mc lep_category run lumi evt
125 5 1 9491 1323916
101 5 1 337088 64046608
125 5 1 24357 3397836
102 3 1 998460 142446944
125 5 1 17335 2418132
101 5 1 253009 48071556
127 5 1 783 154633
101 5 1 244389 46433844
111 5 1 34187 5310348
101 5 1 273622 51988124
108 5 1 129955 50877316
111 4 1 10060 1777181
125 5 1 1037 144561
101 5 1 146779 27887880
125 3 1 16121 2289211
125 3 1 28263 3942711
111 5 1 146777 27988056
101 5 1 48915 9293727
101 4 1 212561 40386600
11 5 1 7782 1073904
11 5 1 287 39533
121 5 1 3415 678606
125 4 1 18995 2649741
111 5 1 18281 2839736
121 5 1 3201 635994
101 5 1 224865 42724296
101 3 1 179110 34030828
11 5 1 5875 810810
101 5 1 117194 22266808
106 5 1 157745 27500228
101 5 1 291079 55304948
101 5 1 231456 43976544
111 4 1 7339 1140020
11 4 1 491 67745
101 5 1 36269 6891059
106 5 1 92257 15660631
101 5 1 207240 39375520
101 3 1 213039 40477424
108 5 1 268721 105203904
121 5 1 10501 1984516
105 3 1 13841 2173022
111 5 1 5702 885630
101 4 1 233758 44414016
101 3 1 289410 54987856
125 5 1 6058 860228
11 5 1 56 7707
102 3 1 120362 17171740
101 3 1 292942 55658952
108 3 1 301091 117877168
101 3 1 243200 46208004
104 3 1 34295 6344455
104 5 1 140596 26010256
101 5 1 40314 7659607
101 5 1 371308 70548368
125 5 1 27779 3875222
108 4 1 321824 125994080
102 5 1 538283 76794984
101 3 1 308578 58629712
101 5 1 241606 45905032
111 5 1 148793 28592992
101 3 1 300860 57163336
125 5 1 18246 2545254
101 4 1 30533 5801214
101 3 1 254065 48272300
101 5 1 79567 15117670
125 5 1 17587 2453255
101 4 1 51883 9857582
125 5 1 425 59253
101 5 1 381638 72511056
123 3 1 16387 5079860
108 5 1 283483 110983248
111 4 1 39325 6947434
101 4 1 245193 46586500
107 5 1 202796 32176944
105 5 1 49164 7817000
108 5 1 206271 80754968
105 3 1 177380 28203434
101 3 1 14961 2842533
101 4 1 238082 45235524
11 5 1 7214 995626
101 5 1 371819 70645584
101 3 1 61333 11653177
108 5 1 228289 89375056
107 5 1 269921 42827368
101 5 1 359760 68354304
101 4 1 76150 14468425
101 5 1 150778 28647752
104 3 1 137690 25472574
11 3 1 7417 1023602
105 3 1 6398 1004432
106 3 1 76235 12940864
125 5 1 28177 3930626
111 5 1 38806 6855656
101 3 1 151499 28784694
101 5 1 224063 42572000
101 5 1 354520 67358696
101 5 1 261965 49773364
101 3 1 236572 44948680
125 3 1 13799 1924960
106 5 1 39098 6815945
101 3 1 96548 18344118
101 3 1 54354 10327129
127 5 1 1117 220793
101 4 1 383990 72958024
101 3 1 307450 58415488
125 4 1 24939 3478869
125 5 1 209 29172
111 3 1 31041 5483892
101 5 1 230305 43757876
111 5 1 111676 21294970
101 3 1 271798 51641592
101 5 1 236821 44995920
125 5 1 21307 2972323
125 5 1 14953 2085949
101 3 1 318797 60571472
101 3 1 232883 44247784
11 4 1 5950 820971
101 3 1 312560 59386272
105 3 1 109337 17384560
125 4 1 4357 607748
101 5 1 379733 72149128
111 4 1 22167 3443222
11 3 1 9346 1289698
11 5 1 1880 259382
101 3 1 230713 43835344
111 5 1 24607 3822300
101 4 1 91933 17467248
101 5 1 218358 41488004
108 5 1 249151 97542416
106 5 1 12462 2115338
125 3 1 14485 2056832
107 5 1 6194 982825
125 3 1 23612 3293850
125 5 1 10369 1446428
127 3 1 319 62958
104 5 1 30953 5726132
101 5 1 144397 27435332
101 4 1 265971 50534328
125 5 1 21693 3080378
11 3 1 5626 776394
101 3 1 375941 71428712
123 5 1 8789 2724377
101 5 1 9533 1811267
102 5 1 1069711 152612080
125 4 1 19469 2715955
101 5 1 255205 48488952
101 5 1 202695 38511892
107 3 1 59394 9423787
101 5 1 73089 13886778
108 5 1 250403 98032456
101 4 1 270230 51343612
125 3 1 17199 2442237
101 3 1 233279 44323036
11 5 1 9002 1242223
101 5 1 313375 59541176
101 3 1 418225 79462760
125 3 1 11858 1654164
101 3 1 166342 31604950
11 5 1 1138 157106
123 5 1 16319 5058903
101 4 1 282031 53585780
101 5 1 44060 8371256
101 5 1 256049 48649328
101 3 1 382911 72753040
101 5 1 418779 79567880
106 5 1 71904 12205635
101 5 1 397251 75477712
127 5 1 1002 197940
125 4 1 4695 654956
101 3 1 394239 74905408
123 5 1 2991 927250
11 3 1 6776 935146
125 5 1 20426 2849381
111 5 1 36507 6449459
101 5 1 149495 28403964
101 5 1 365393 69424688
105 4 1 27600 4333186
101 5 1 406348 77206072
101 5 1 67539 12832341
11 4 1 9050 1248954
108 5 1 211974 82987696
101 5 1 138953 26401040
111 4 1 32563 5057992
111 5 1 99744 19019652
105 3 1 71609 11385867
106 3 1 166825 28318460
108 5 1 78779 30841936
101 5 1 182819 34735656
125 3 1 15812 2205697
101 4 1 387695 73662024
101 3 1 329600 62623824
101 5 1 409174 77743088
11 5 1 2223 306771
104 3 1 129153 23893202
104 5 1 158640 29348352
111 5 1 25691 4538755
102 5 1 24992 3565541
125 5 1 25149 3508261
101 3 1 267003 50730592
101 4 1 105821 20105904
101 5 1 200963 38182984
101 5 1 415416 78929000
101 5 1 18173 3452758
101 5 1 162961 30962480
101 5 1 285168 54181812
101 3 1 88038 16727149
101 5 1 404372 76830688
101 3 1 183248 34817048
101 5 1 123107 23390216
101 3 1 226366 43009456
125 4 1 7637 1065290
101 4 1 255251 48497664
102 5 1 982463 140164704
11 5 1 4856 670106
101 5 1 126168 23971884
125 4 1 7154 997960
121 4 1 1860 369655
101 4 1 43950 8350367
108 5 1 216790 84873080
101 5 1 400789 76149880
101 4 1 59035 11216562
101 5 1 198070 37633156
107 4 1 301256 47799260
105 5 1 103265 16419141
101 4 1 306380 58212216
11 5 1 4091 564618
106 4 1 52754 8955045
125 5 1 27835 3952563
125 4 1 6370 888591
125 5 1 3385 480700
111 3 1 29960 5292863
101 4 1 375963 71432928
101 5 1 221304 42047632
105 3 1 1652 262676
125 5 1 27921 3895024
101 3 1 88611 16835984
101 3 1 119790 22760096
105 5 1 143173 22764352
11 5 1 1031 142367
101 5 1 238108 45240496
127 5 1 824 162928
125 3 1 10422 1479905
101 3 1 95980 18236232
111 5 1 41838 6498816
11 5 1 4259 587819
111 5 1 28412 5019468
111 5 1 16088 2499017
123 4 1 16881 5233105
125 3 1 7409 1033528
125 5 1 20875 2911967
101 5 1 371696 70622072
101 5 1 81283 15443644
106 4 1 35135 6125098
111 5 1 7691 1358787
101 5 1 270629 51419444
125 3 1 10884 1518261
105 3 1 177382 28203728
101 5 1 161479 30680852
107 5 1 310035 49192192
101 5 1 245677 46678496
125 5 1 20808 2902656
101 5 1 223152 42398840
101 5 1 83047 15778826
101 5 1 316037 60047060
101 5 1 211279 40142824
107 3 1 138297 21943084
101 5 1 199551 37914652
106 5 1 161487 27412450
108 3 1 47804 18715124
108 5 1 25577 10013331
101 5 1 144965 27543342
111 3 1 31937 4960895
111 5 1 4655 723104
111 5 1 2335 412436
101 5 1 260697 49532372
101 4 1 64029 12165367
125 5 1 5971 832847
101 5 1 375250 71297392
105 5 1 166751 26180028
102 5 1 385477 54994640
104 4 1 36417 6737011
101 3 1 95614 18166592
101 5 1 409880 77877080
107 4 1 205208 32559740
101 3 1 158254 30068166
101 5 1 10979 2086028
101 3 1 106402 20216276
121 3 1 1917 380926
101 4 1 414955 78841448
111 5 1 35481 5511334
102 5 1 423748 60454712
11 3 1 5948 820807
101 5 1 378522 71919096
101 3 1 3754 713117
125 5 1 9308 1298449
104 5 1 125145 23151692
101 3 1 252932 48057008
127 4 1 604 119255
105 3 1 44746 7114613
101 3 1 151923 28865252
105 5 1 42121 6612945
11 5 1 1421 196034
101 4 1 401947 76369768
101 5 1 199942 37988856
101 5 1 343559 65276176
101 5 1 49563 9416907
102 5 1 206981 29529312
101 4 1 45476 8640278
101 3 1 87160 16560361
125 4 1 3085 430246
101 4 1 373005 70870880
101 5 1 249316 47369904
125 5 1 12256 1709697
101 5 1 97831 18587892
108 5 1 322981 126446960
107 5 1 218072 34600696
101 4 1 62439 11863290
11 4 1 6706 925296
101 5 1 169207 32149276
101 4 1 248234 47164392
101 5 1 234923 44635320
11 4 1 10784 1488233
125 5 1 2715 378787
11 5 1 8045 1110210
102 4 1 475970 67905008
102 3 1 650524 92807984
101 4 1 1354 257253
101 4 1 2640 501589
11 5 1 4021 554847
101 3 1 127500 24224910
102 4 1 505142 72066912
105 5 1 116251 18251376
111 5 1 11938 2109028
101 5 1 405879 77116912
125 5 1 19274 2688672
125 3 1 21917 3112239
125 5 1 12479 1740723
101 5 1 85974 16335022
11 3 1 7924 1093498
125 5 1 20656 2933130
107 4 1 48959 7768092
101 5 1 199675 37938124
101 5 1 223755 42513400
101 5 1 27102 5149264
105 4 1 109003 17331320
101 5 1 392915 74653760
11 5 1 1655 228320
111 4 1 16890 2623549
101 4 1 37323 7091212
108 5 1 93487 36599828
11 3 1 314 43401
111 5 1 14338 2533017
101 5 1 68751 13062665
102 5 1 27667 3947068
101 5 1 149879 28476948
101 3 1 122447 23264906
11 3 1 8389 1157734
108 5 1 315817 123642256
125 5 1 23229 3240383
101 5 1 6644 1262310
108 5 1 202545 79296504
101 5 1 1654 314175
108 5 1 61291 23995556
107 5 1 223407 35447184
107 3 1 56053 8893718
105 5 1 172855 27483800
101 5 1 370967 70483616
121 4 1 2726 515136
101 4 1 96103 18259528
105 3 1 148810 23363204
101 3 1 173196 32907116
101 5 1 403535 76671568
125 5 1 5323 755847
101 4 1 349632 66430036
11 5 1 4612 636367
101 4 1 332641 63201620
102 3 1 240449 34303984
101 5 1 31206 5929080
107 5 1 32586 5170309
11 5 1 1454 200623
101 3 1 403963 76752816
125 5 1 12075 1684442
102 5 1 835445 119190112
101 5 1 153682 29199496
125 5 1 787 109724
101 3 1 249628 47429328
101 3 1 55853 10611999
107 3 1 323447 51320312
125 3 1 23870 3329817
101 5 1 180159 34230172
101 3 1 391754 74433216
108 5 1 223094 87341200
101 5 1 147331 27992808
101 3 1 41202 7828375
125 5 1 13048 1820151
125 5 1 22615 3154814
101 4 1 336393 63914528
101 3 1 50637 9620916
108 4 1 246949 96680184
101 5 1 15621 2967835
101 5 1 147889 28098916
101 3 1 26188 4975605
101 5 1 364442 69243872
101 5 1 406675 77268184
102 5 1 8656 1234785
105 3 1 157240 25001092
101 5 1 372847 70840752
108 5 1 302063 118257656
101 5 1 269083 51125688
106 5 1 161764 28200822
101 5 1 105849 20111146
101 5 1 45136 8575827
11 5 1 1154 159231
125 5 1 5809 824922
111 4 1 30598 4752898
125 5 1 4329 603817
125 4 1 2304 321349
125 4 1 21813 3042932
106 4 1 107843 18306408
108 5 1 108087 42316004
101 3 1 142641 27101700
101 3 1 28911 5493084
111 5 1 2033 359082
101 5 1 351853 66852028
111 3 1 39525 6982647
105 5 1 37089 5822988
11 5 1 8036 1109024
105 5 1 89090 13987192
108 4 1 263060 102987760
125 4 1 21831 3045412
107 5 1 27796 4410299
108 5 1 325903 127590680
127 5 1 880 173838
11 4 1 4244 585645
101 5 1 56549 10744281
107 5 1 176804 28052904
101 3 1 53604 10184713
125 5 1 15481 2159660
127 4 1 399 78846
102 5 1 33676 4804423
101 3 1 320848 60961108
102 5 1 367292 52400292
127 5 1 1045 206503
101 3 1 351825 66846732
101 5 1 316789 60189760
101 3 1 282743 53721192
101 4 1 61185 11625151
125 5 1 2556 356535
101 5 1 398070 75633240
105 4 1 129170 20279724
11 4 1 4634 639582
101 3 1 220210 41839888
105 4 1 60484 9616886
121 5 1 5998 1133615
108 5 1 165569 64820124
101 5 1 255401 48526188
111 5 1 350820 67415840
101 3 1 200386 38073316
127 3 1 560 110692
123 5 1 16902 5239372
101 5 1 142881 27147372
106 5 1 43034 7502116
125 3 1 18263 2547651
101 4 1 226277 42992516
108 5 1 51583 20194808
101 3 1 278735 52959520
121 5 1 1558 309477
101 5 1 37210 7069773
125 3 1 21910 3056404
125 5 1 5621 784029
11 5 1 10084 1391459
101 3 1 12335 2343693
101 3 1 168854 32082186
11 5 1 2609 360160
107 3 1 243518 38638088
107 3 1 213133 33817032
102 5 1 183263 26145464
111 4 1 30386 5368228
101 5 1 227818 43285280
107 3 1 231750 36770936
101 5 1 107816 20485000
11 5 1 3607 497757
127 5 1 629 124209
111 5 1 30160 4684770
123 5 1 11199 3471425
102 5 1 814765 116239760
127 3 1 440 86856
101 3 1 89438 16993102
107 3 1 92995 14755150
111 3 1 42962 6673359
111 5 1 1174 182323
11 5 1 4706 649533
108 5 1 107502 42086848
121 3 1 1334 265161
101 5 1 314189 59695776
125 5 1 8301 1157857
102 5 1 123258 17584792
125 5 1 26568 3772642
105 4 1 156959 24956538
102 4 1 95389 13608724
101 3 1 338729 64358432
101 5 1 199750 37952488
111 3 1 22805 4028865
105 4 1 55571 8835749
101 5 1 8993 1708592
101 3 1 331992 63078392
101 5 1 319508 60706436
101 5 1 77203 14668507
101 3 1 12332 2343050
111 5 1 9598 1490926
101 5 1 387340 73594496
101 5 1 316887 60208412
101 5 1 54821 10415986
11 5 1 3311 456945
11 3 1 8056 1111753
111 3 1 32343 5713834
101 3 1 308276 58572392
101 5 1 375822 71406048
101 5 1 134568 25567854
102 3 1 38594 5506025
125 5 1 847 118126
101 4 1 47894 9099727
101 5 1 147722 28067114
106 3 1 144534 25196996
111 5 1 38006 6714326
101 3 1 66799 12691757
101 5 1 15298 2906654
108 3 1 224149 87754288
107 3 1 7086 1124239
125 4 1 22742 3172464
101 5 1 203184 38604872
101 3 1 22910 4352780
121 5 1 1154 229193
101 5 1 209733 39849208
125 3 1 294 40996
107 4 1 210214 33353830
102 5 1 278585 39744800
107 5 1 211704 33590356
125 5 1 8445 1178009
101 5 1 186019 35343456
101 5 1 356498 67734456
101 5 1 378077 71834568
101 4 1 380685 72330032
125 5 1 13125 1830928
101 5 1 330207 62739184
101 5 1 101894 19359696
101 4 1 317266 60280472
101 5 1 342928 65156220
101 4 1 358846 68180680
101 5 1 184195 34996908
106 3 1 91358 15507891
121 5 1 1828 345415
101 5 1 133585 25381128
108 5 1 42991 16830800
102 5 1 924541 131901168
111 5 1 22618 3995782
101 3 1 69449 13195313
101 5 1 19848 3771021
104 5 1 85471 15812028
102 5 1 557398 79522160
101 5 1 43505 8265920
101 5 1 92968 17663880
101 5 1 351904 66861684
101 5 1 152222 28922068
101 4 1 225233 42794152
101 5 1 209885 39878020
11 4 1 9950 1373137
102 5 1 650245 92768320
101 5 1 184013 34962416
101 5 1 195073 37063812
107 5 1 155974 24747848
125 5 1 3196 445799
101 5 1 194045 36868436
101 4 1 170282 32353560
105 5 1 44117 6926275
111 3 1 115258 22148718
125 5 1 23269 3245891
125 5 1 10267 1432183
105 3 1 58062 9115637
101 3 1 385897 73320384
11 5 1 7813 1078223
101 3 1 348414 66198628
101 3 1 59548 11314010
107 5 1 61637 9779645
101 5 1 125594 23862696
125 3 1 5623 784320
101 5 1 231212 43930248
111 3 1 162137 30916958
11 3 1 6659 918953
101 4 1 74601 14174111
108 5 1 223835 87631200
101 3 1 296816 56395048
101 4 1 11457 2176732
101 5 1 308236 58564740
101 5 1 174286 33114318
102 5 1 176059 25117788
102 5 1 946220 134994160
11 5 1 6577 907672
101 5 1 401468 76278864
111 5 1 34148 5304388
11 4 1 4663 643535
101 4 1 342431 65061856
121 5 1 3238 611961
125 5 1 6030 841131
123 5 1 4419 1369747
101 3 1 387366 73599536
125 5 1 6373 888913
101 5 1 97323 18491232
107 5 1 47702 7568717
101 5 1 128821 24475866
11 5 1 1411 194593
101 5 1 92565 17587324
101 5 1 159546 30313718
106 4 1 2165 367393
101 3 1 319648 60733112
102 3 1 815602 116359176
101 5 1 353602 67184392
121 5 1 2631 497092
