mc lep_category run lumi evt
101 5 1 40977 7785658
101 5 1 175494 33343790
125 5 1 27323 3811502
111 5 1 29363 5187504
104 5 1 14649 2710008
101 5 1 47308 8988442
105 5 1 143306 22499046
101 3 1 240948 45780080
101 4 1 416908 79212560
125 3 1 16322 2276866
101 5 1 202744 38521324
101 3 1 371499 70584792
111 4 1 27772 4313944
111 5 1 34972 6178278
101 4 1 319336 60673744
121 4 1 251 49910
101 5 1 77192 14666328
105 5 1 16089 2526010
106 5 1 140726 23888186
12 4 1 9541 1144831
108 5 1 298926 117029456
101 3 1 104701 19893140
104 3 1 129094 23882376
101 5 1 174159 33090068
12 5 1 7989 958678
125 5 1 7651 1067204
105 5 1 177905 27931072
101 5 1 65615 12466703
101 5 1 310826 59056948
107 5 1 221944 35214976
12 5 1 1991 238889
107 3 1 254710 40413836
101 5 1 66863 12703835
101 5 1 132078 25094716
101 5 1 262855 49942344
106 3 1 28063 4763678
108 3 1 87547 34274664
101 5 1 382238 72625088
107 3 1 314372 49880440
101 3 1 409822 77866176
108 5 1 114307 44751056
125 3 1 15521 2165189
102 5 1 437252 62381368
102 5 1 795319 113465408
111 4 1 3694 573715
101 5 1 292482 55571564
111 5 1 15622 2759802
101 5 1 408489 77612904
107 5 1 309193 49058512
101 5 1 251159 47720184
101 5 1 119698 22742584
101 5 1 355594 67562760
101 5 1 114940 21838518
108 3 1 114347 44766728
101 5 1 44168 8391796
108 3 1 121992 47759840
125 4 1 18813 2671463
108 5 1 185807 72743384
101 4 1 394437 74942880
108 5 1 304970 119395744
111 3 1 19107 2967903
104 5 1 14727 2724441
111 5 1 17138 3027728
106 4 1 83089 14104258
123 3 1 10789 3344619
101 3 1 153766 29215488
12 5 1 7069 848358
125 4 1 2336 325806
125 5 1 20938 2920849
125 5 1 20401 2845857
101 5 1 122176 23213392
127 5 1 953 188262
101 3 1 333761 63414636
102 5 1 1099184 156816880
101 3 1 39973 7594879
101 5 1 305131 57974840
101 3 1 136396 25915180
105 5 1 136955 21501980
101 5 1 334519 63558608
101 5 1 84783 16108601
106 3 1 91774 15999215
107 4 1 297781 47247848
