mc lep_category run lumi evt
111 1 1 31393 5546074
101 2 1 216892 41209344
111 2 1 361078 69387200
102 2 1 422507 60277588
105 1 1 56020 8907220
111 2 1 24973 4411814
125 1 1 7628 1064104
14 2 1 7323 1050885
102 1 1 382156 54520912
102 1 1 955267 136284672
102 2 1 6545 933692
111 1 1 16433 2552586
105 1 1 134210 21339330
125 1 1 26691 3723344
102 1 1 675100 96314184
105 1 1 90190 14340251
14 2 1 896 128538
14 2 1 7629 1094624
125 1 1 14435 2013651
108 1 1 38316 15000696
125 1 1 4995 696741
102 1 1 818581 116784144
108 1 1 318832 124822552
14 1 1 1004 144074
104 1 1 11949 2210435
14 1 1 2857 409838
102 1 1 586145 83623464
102 2 1 873953 124684040
14 2 1 103 14791
14 1 1 9819 1408941
14 1 1 9715 1394098
125 1 1 28253 3941334
102 1 1 1058257 150977904
14 1 1 4449 638472
102 1 1 252460 36017636
14 1 1 8401 1205471
14 2 1 7103 1019241
111 1 1 25126 3902754
125 1 1 28293 3946892
14 1 1 2068 296693
106 1 1 89362 15169097
111 1 1 39475 6973802
127 2 1 330 65186
107 1 1 15172 2407326
125 1 1 27897 3891622
111 2 1 94793 18075382
14 1 1 1999 286893
111 2 1 33853 5980607
106 1 1 110027 19181272
106 1 1 152590 25902080
102 1 1 538903 76883464
14 1 1 3746 537532
104 2 1 120844 22356016
121 1 1 914 181633
111 1 1 44675 6939526
14 2 1 1978 283811
105 1 1 5282 829259
125 2 1 27477 3832974
14 1 1 10222 1466822
107 1 1 173626 27548532
14 1 1 7099 1018578
108 2 1 77138 30199352
111 2 1 29126 5145520
14 1 1 8346 1197626
107 1 1 187656 29774700
14 2 1 3697 530458
106 2 1 18853 3200177
14 1 1 5510 790630
102 1 1 87811 12527623
14 1 1 6719 964078
102 1 1 193648 27627124
102 1 1 997328 142285504
14 2 1 8313 1192931
111 1 1 270652 52010232
102 2 1 937984 133818976
125 1 1 25648 3577836
14 1 1 1519 217921
14 1 1 1567 224812
125 1 1 23935 3338869
106 1 1 32417 5651325
14 1 1 9676 1388480
127 1 1 529 104437
14 1 1 5420 777762
125 2 1 7717 1076390
102 2 1 993030 141672272
101 1 1 320761 60944572
14 2 1 3819 548002
102 2 1 725399 103490352
102 2 1 729962 104141192
111 2 1 3415 530309
111 2 1 56 11041
14 1 1 2387 342543
105 1 1 33367 5238582
102 2 1 42815 6108340
125 2 1 20188 2816221
125 1 1 20131 2808277
111 2 1 14951 2641191
102 1 1 248480 35449896
102 1 1 1095772 156330016
104 1 1 36585 6768210
125 2 1 2136 303274
107 2 1 119126 18901362
111 1 1 29709 4614733
107 2 1 146140 23187514
107 1 1 184153 29218976
102 1 1 274855 39212624
102 1 1 386198 55097616
125 2 1 26798 3738312
111 2 1 240829 46279300
104 1 1 92832 17173816
14 1 1 996 142922
102 1 1 1014445 144727344
125 1 1 10419 1453501
102 1 1 1045528 149161952
102 2 1 700576 99948800
108 1 1 97328 38103800
14 1 1 4545 652210
111 1 1 283043 54391496
105 2 1 71395 11351682
111 2 1 12162 2148616
111 1 1 14792 2613296
102 2 1 327211 46682144
101 1 1 67043 12738142
14 2 1 7673 1100997
111 1 1 1727 268341
106 2 1 13631 2313900
14 2 1 669 96031
102 1 1 873662 124642512
106 1 1 103803 18096312
102 1 1 614504 87669256
102 2 1 977451 139449664
111 1 1 3818 593004
111 2 1 11371 2008731
108 1 1 317534 124314552
125 1 1 3689 523748
125 2 1 23624 3295524
14 1 1 1701 244000
102 2 1 824323 117603384
107 2 1 126283 20036764
14 1 1 4351 624301
107 2 1 7890 1251873
14 2 1 8435 1210449
111 1 1 24407 3791170
102 2 1 592406 84516512
105 2 1 92724 14557650
14 2 1 4421 634386
104 1 1 140022 25904038
127 2 1 1077 212771
14 2 1 9947 1427326
125 1 1 17490 2439789
102 1 1 682333 97346208
102 1 1 104879 14962697
106 1 1 99733 16929510
102 2 1 932501 133036864
102 2 1 296593 42313800
102 1 1 100592 14351103
125 1 1 17024 2374826
111 1 1 2984 527135
111 2 1 10856 1686283
102 2 1 5831 831871
125 1 1 15783 2201722
125 1 1 3195 445710
111 2 1 11594 1800829
102 1 1 624421 89084064
105 2 1 71985 11445563
14 1 1 10360 1486643
125 1 1 19005 2651127
14 2 1 4285 614935
102 2 1 94178 13436035
102 1 1 731209 104319048
14 1 1 8614 1236102
14 2 1 7912 1135356
104 1 1 108430 20059392
14 1 1 2861 410590
102 2 1 805479 114914992
14 1 1 5481 786474
108 2 1 259304 101517304
102 2 1 1060264 151264368
14 1 1 7753 1112445
14 1 1 429 61612
14 2 1 3221 462113
14 1 1 903 129463
14 1 1 9699 1391731
102 2 1 1114813 159046544
14 1 1 9890 1419173
125 1 1 10243 1454517
102 1 1 1055269 150551600
105 2 1 82936 13186792
105 2 1 185125 29434760
14 2 1 7983 1145491
102 1 1 698503 99652992
108 1 1 185817 72747080
121 1 1 27 5254
106 1 1 77627 13532920
121 1 1 7035 1329601
111 1 1 361440 69456720
111 1 1 62940 12094937
14 2 1 5647 810377
14 1 1 9567 1372803
125 1 1 18254 2546371
111 1 1 332771 63947548
125 1 1 5059 718269
104 2 1 54138 10015451
102 1 1 194849 27798516
14 1 1 391 56052
102 2 1 477739 68157472
125 1 1 28169 3929582
106 2 1 55131 9611135
125 1 1 8475 1203417
125 2 1 23405 3264876
108 1 1 173295 67844912
125 2 1 1962 273660
121 1 1 8284 1565550
111 1 1 23021 4066932
102 2 1 324226 46256176
102 1 1 529131 75489360
108 1 1 113569 44462296
111 1 1 194158 37022888
102 2 1 1064130 151815856
105 2 1 183178 29125304
111 1 1 14340 2533359
111 1 1 105244 20224404
102 1 1 1059463 151149936
127 2 1 1189 234913
111 2 1 352812 67798648
14 2 1 6233 894399
125 1 1 19059 2658637
102 2 1 940045 134113112
111 1 1 7747 1488675
102 1 1 855062 121988792
102 1 1 148255 21150956
125 1 1 3543 494204
14 2 1 687 98555
125 1 1 16539 2307188
127 1 1 81 15977
125 2 1 11065 1543519
111 1 1 71325 13600623
102 1 1 739298 105473112
125 1 1 11753 1639560
101 1 1 293604 55784668
102 2 1 81019 11558589
105 2 1 44372 7055190
125 2 1 13284 1853115
105 1 1 20143 3202580
101 1 1 51121 9712950
125 1 1 1595 226372
102 1 1 736414 105061712
105 1 1 38762 6085603
111 1 1 218863 42058136
14 1 1 9656 1385636
14 1 1 5240 751908
102 2 1 41321 5895151
121 2 1 2225 442083
111 2 1 9811 1523933
125 1 1 19219 2680967
104 2 1 120775 22343260
14 1 1 1009 144793
111 1 1 206558 39693560
108 1 1 344944 135045360
14 2 1 62 8818
125 2 1 14689 2049109
102 2 1 349423 49851040
