mc lep_category run lumi evt
125 5 1 18781 2619928
101 5 1 338910 64392872
101 3 1 263015 49972888
101 5 1 350528 66600284
101 3 1 89004 16910636
101 5 1 255212 48490164
101 4 1 367713 69865448
125 3 1 2239 312318
101 4 1 367633 69850264
101 3 1 135626 25768848
125 5 1 26953 3827228
101 3 1 131895 25059934
101 5 1 10159 1930039
101 5 1 165339 31414312
12 5 1 3277 393228
105 5 1 17525 2786525
108 5 1 181045 70878856
108 5 1 299499 117253736
105 4 1 136714 21463992
123 5 1 2283 707606
125 5 1 14052 1960220
101 5 1 327913 62303336
101 5 1 198347 37685936
101 5 1 130012 24702124
106 3 1 55466 9415246
101 5 1 386839 73499344
101 4 1 213020 40473820
101 5 1 117691 22361268
101 5 1 274684 52189968
102 5 1 610625 87115840
127 3 1 840 166004
125 5 1 2419 337369
107 3 1 265124 42066356
125 4 1 25360 3537672
108 5 1 170487 66745744
101 3 1 287121 54552888
125 5 1 24975 3483884
125 3 1 8603 1200132
101 5 1 227736 43269760
106 5 1 155823 27165034
101 5 1 188444 35804376
101 5 1 81283 15443735
101 5 1 271690 51620952
105 3 1 73985 11763507
101 5 1 33353 6336997
101 3 1 171231 32533890
101 5 1 55663 10575826
101 5 1 393099 74688704
105 5 1 186944 29724148
125 3 1 27877 3888859
101 5 1 242075 45994272
104 3 1 48514 8974982
101 3 1 296606 56355104
125 5 1 8205 1144614
105 3 1 148449 23306466
104 3 1 94792 17536452
125 3 1 6435 897618
125 5 1 4888 681844
125 5 1 28431 3966050
105 5 1 41831 6651025
101 5 1 144004 27360684
101 5 1 322776 61327344
125 3 1 3082 429876
101 5 1 310975 59085220
101 5 1 80349 15266230
105 5 1 159746 25399612
101 5 1 295338 56114140
12 3 1 7303 876431
125 5 1 7472 1042338
101 4 1 174800 33211936
125 5 1 21705 3027807
111 3 1 14817 2617650
123 3 1 4792 1485333
125 3 1 17961 2505421
108 5 1 263585 103193576
101 3 1 409889 77878784
12 4 1 6489 778682
101 4 1 88894 16889834
106 5 1 13406 2275685
12 5 1 2619 314303
101 5 1 171586 32601192
105 3 1 187579 29449874
101 3 1 372795 70831016
101 5 1 184413 35038408
125 3 1 6929 966600
101 5 1 82905 15751890
104 5 1 40050 7409268
101 5 1 380347 72265904
12 5 1 547 65601
101 3 1 381735 72529584
12 5 1 870 104393
101 5 1 336758 63983904
105 5 1 169465 26605886
125 4 1 22353 3118257
106 5 1 87137 14791393
101 5 1 228640 43441540
101 5 1 53227 10113039
