mc lep_category run lumi evt
108 1 1 45447 17792140
5 1 1 5344 945766
5 1 1 2418 427903
101 2 1 206819 39295548
102 2 1 248608 35468080
5 1 1 7476 1323246
102 1 1 514059 73339064
2 2 1 7362 791411
125 2 1 17695 2468346
5 1 1 2923 517229
1 1 1 5148 939353
2 1 1 7391 794608
125 1 1 18877 2633258
106 2 1 9441 1602538
102 1 1 962389 137300736
3 2 1 1501 159819
127 1 1 922 182197
102 1 1 1023211 145978000
4 1 1 6353 1083202
5 1 1 3697 654246
106 2 1 59847 10158953
3 1 1 13789 1468481
106 2 1 113754 19831036
108 1 1 319685 125156544
102 1 1 572453 81669912
4 1 1 8744 1490729
111 1 1 159777 30466818
5 2 1 2572 455134
1 2 1 1813 330734
5 1 1 1481 262086
4 2 1 1494 254667
4 1 1 4131 704353
125 2 1 6078 847807
5 1 1 2999 530769
1 1 1 4787 873534
5 1 1 882 156100
102 1 1 350246 49968360
5 1 1 8069 1428187
108 1 1 180498 70664784
3 1 1 6525 694819
3 1 1 1609 171449
1 1 1 8053 1469605
3 1 1 1451 154484
4 2 1 2833 482857
3 1 1 7671 816900
111 1 1 136844 26296816
102 2 1 230350 32863174
5 1 1 4238 750065
102 2 1 655906 93575800
111 2 1 35752 5553371
4 1 1 6681 1139015
2 1 1 5939 638388
127 1 1 1265 249936
125 1 1 5089 709777
108 1 1 81701 31985860
125 1 1 20867 2910911
5 2 1 1646 291236
2 2 1 7367 791890
102 1 1 1075613 153454160
5 1 1 5210 922124
127 2 1 481 94930
107 2 1 42557 6752354
4 1 1 1964 334739
106 1 1 74290 12951112
2 1 1 2457 264108
105 2 1 121565 19085736
127 1 1 355 70021
5 1 1 7017 1241904
2 1 1 2629 282535
125 1 1 13666 1906381
102 2 1 634148 90471864
4 1 1 8109 1382511
2 1 1 75 8133
102 1 1 102955 14688226
3 2 1 7253 772417
121 1 1 2991 594289
105 1 1 53980 8582713
1 1 1 5504 1004384
102 1 1 99563 14204289
125 2 1 16322 2276911
127 1 1 954 188431
125 1 1 21065 2938578
111 2 1 40698 6321722
102 2 1 449284 64097844
4 2 1 5862 999335
3 1 1 4445 473413
102 1 1 808088 115287312
123 2 1 255 78758
108 1 1 102497 40127640
102 1 1 315151 44961408
3 1 1 5100 543143
2 2 1 6467 695218
5 1 1 54 9498
107 2 1 354888 56308896
4 1 1 430 73203
108 1 1 68722 26904634
102 2 1 1037888 148072112
127 1 1 565 111555
2 1 1 2599 279312
5 1 1 3704 655531
2 2 1 2824 303580
102 1 1 115628 16496315
125 1 1 1162 164994
102 2 1 878692 125360016
125 2 1 9145 1275589
125 2 1 16779 2340563
2 1 1 4707 506000
101 1 1 234521 44558984
3 2 1 1043 111089
4 1 1 6255 1066343
4 2 1 3525 601038
4 1 1 2428 413879
2 2 1 8491 912703
102 2 1 206050 29396412
2 2 1 11551 1241690
125 1 1 21303 2971803
3 1 1 11295 1202878
125 1 1 16074 2242303
102 1 1 1089700 155463776
107 2 1 302735 48034024
5 1 1 7476 1323198
125 1 1 16099 2285974
2 1 1 10067 1082196
102 1 1 320903 45782276
108 2 1 96520 37787392
102 1 1 350125 49951168
108 2 1 131709 51563864
3 2 1 5521 587949
5 2 1 7585 1342512
4 2 1 2828 482080
125 2 1 9791 1365707
4 1 1 63 10619
125 1 1 11462 1598946
3 1 1 6467 688801
5 2 1 851 150527
102 1 1 171595 24480936
102 1 1 316135 45101904
105 2 1 143600 22832296
127 2 1 91 17847
102 2 1 205180 29272336
125 1 1 9020 1258255
125 1 1 19417 2708591
125 2 1 12970 1809288
3 1 1 11837 1260577
111 2 1 84956 16199761
3 2 1 3893 414569
4 2 1 1854 315977
3 1 1 4179 444983
2 1 1 3281 352775
125 1 1 9068 1264927
4 1 1 747 127316
121 2 1 1394 276998
101 1 1 100421 19079844
5 2 1 2963 524430
1 1 1 5982 1091639
102 2 1 22685 3236495
4 1 1 2727 464872
111 1 1 26174 4624093
4 1 1 4019 685078
4 1 1 3110 530150
111 1 1 86899 16699169
2 2 1 7213 775332
127 2 1 268 52977
125 2 1 28369 3957461
111 1 1 319838 61462220
101 1 1 193045 36678540
125 2 1 4783 667252
125 1 1 8415 1173799
102 2 1 226960 32379648
125 2 1 16949 2364366
2 2 1 9149 983550
102 2 1 77401 11042518
4 1 1 3550 605171
4 1 1 2294 390999
5 1 1 4058 718190
5 1 1 5981 1058573
5 1 1 4348 769587
1 1 1 2349 428580
125 2 1 24013 3349824
102 1 1 852770 121661824
125 2 1 21479 2996200
123 2 1 10529 3263923
4 1 1 7448 1269831
102 2 1 351163 50099152
1 1 1 7267 1326144
102 1 1 166220 23713988
2 1 1 6413 689432
5 2 1 1842 325887
108 2 1 100155 39210592
3 1 1 6537 696139
102 1 1 678605 96814312
5 1 1 3253 575768
1 2 1 3799 693332
3 1 1 10345 1101746
125 1 1 14526 2026337
3 1 1 3165 337111
1 1 1 7356 1342469
125 1 1 14038 1958288
105 1 1 25809 4103571
127 1 1 737 145717
127 1 1 714 141095
1 1 1 3109 567299
3 1 1 5837 621698
127 1 1 1085 214352
106 2 1 67026 11377627
125 1 1 6211 866463
106 2 1 102757 17442948
102 1 1 860737 122798400
1 1 1 757 137976
125 2 1 5704 795650
102 1 1 795391 113475816
2 1 1 2509 269749
