mc lep_category run lumi evt
107 3 1 166920 26484588
101 5 1 340977 64785576
123 5 1 5039 1561852
127 5 1 1265 249947
14 5 1 10394 1491523
123 5 1 4487 1390724
101 5 1 412989 78467928
106 5 1 103008 17957606
108 3 1 272378 106635816
14 4 1 4939 708794
101 4 1 87946 16709621
101 5 1 155461 29537444
111 5 1 33132 5853298
125 3 1 7722 1077165
14 3 1 6993 1003446
101 3 1 317414 60308508
101 5 1 307200 58367912
106 5 1 148244 25843740
121 5 1 1595 301386
101 5 1 274075 52074160
125 5 1 20409 2846974
14 4 1 5547 795988
104 4 1 130890 24214498
101 5 1 276434 52522372
101 3 1 28936 5497837
101 5 1 183756 34913572
125 5 1 16869 2353108
125 5 1 3023 421613
101 5 1 27263 5179874
127 4 1 443 87396
125 3 1 16547 2308263
101 3 1 100994 19188770
111 4 1 34436 5348981
127 4 1 707 139696
107 5 1 253966 40295792
107 3 1 130421 20693444
111 5 1 12752 1980827
125 5 1 22307 3111839
14 5 1 6220 892548
107 5 1 17050 2705269
108 5 1 138142 54082376
101 5 1 36961 7022592
106 4 1 62712 10932703
101 5 1 97370 18500264
14 5 1 6502 933027
101 3 1 378999 72009832
102 5 1 174539 24900882
101 3 1 44236 8404843
108 5 1 7959 3115622
108 5 1 93632 36656816
101 5 1 108560 20626404
111 5 1 23090 3586568
14 4 1 1615 231694
127 4 1 1016 200852
107 4 1 218481 34665580
101 5 1 34957 6641656
107 3 1 277867 44088104
101 5 1 94836 18018762
101 5 1 238798 45371536
101 5 1 194048 36869004
101 5 1 420843 79960080
101 5 1 79973 15194779
14 3 1 2765 396812
101 5 1 104783 19908716
101 5 1 257492 48923448
121 4 1 7443 1406683
111 4 1 14299 2221099
101 5 1 292220 55521752
101 3 1 35371 6720416
121 5 1 1063 211346
101 4 1 306947 58319888
101 5 1 306037 58146892
125 5 1 16931 2404241
105 3 1 153477 24095828
107 5 1 343879 54562032
125 5 1 9497 1348534
101 5 1 188347 35785832
105 5 1 68428 10879986
107 3 1 296387 47026640
125 3 1 12916 1801742
125 5 1 10801 1506667
14 5 1 839 120379
125 4 1 3314 462235
105 3 1 82775 13161241
101 5 1 282535 53681496
108 5 1 66186 25911624
14 3 1 8070 1157986
125 4 1 21140 3001866
14 5 1 9179 1317234
125 4 1 15237 2163529
125 5 1 2559 356872
106 5 1 173786 29500222
101 5 1 290783 55248640
106 5 1 74138 12924607
104 3 1 158035 29236488
125 5 1 10085 1406741
101 5 1 373305 70927832
127 5 1 581 114693
101 4 1 140919 26774512
105 3 1 160165 25145804
101 4 1 47359 8998202
125 5 1 3833 544211
101 5 1 263977 50155568
101 5 1 125921 23924884
101 5 1 185208 35189388
101 5 1 365282 69403480
125 3 1 3315 462437
101 3 1 298191 56656172
14 3 1 5042 723479
102 5 1 428932 61194188
101 5 1 106337 20203902
106 4 1 40551 7069339
14 5 1 7019 1007099
101 3 1 362729 68918504
101 5 1 319304 60667656
14 5 1 2723 390753
101 5 1 305991 58138208
101 3 1 2304 437639
101 5 1 247515 47027768
111 5 1 34396 6076456
101 5 1 199849 37971216
101 5 1 261441 49673816
108 5 1 18903 7400567
101 5 1 189293 35965556
106 5 1 113810 19840864
111 5 1 16544 2569871
101 5 1 255205 48488952
106 5 1 38954 6791025
127 5 1 826 163155
101 5 1 420301 79857104
101 5 1 149205 28348856
101 3 1 121528 23090346
101 5 1 419776 79757408
125 4 1 7094 989610
111 5 1 11534 1791669
101 5 1 317234 60274280
125 3 1 4410 615118
101 5 1 217586 41341284
101 5 1 26286 4994337
111 4 1 8416 1307300
105 4 1 124738 19583812
125 5 1 2296 320243
101 5 1 336223 63882328
101 5 1 242500 46074972
101 3 1 398238 75665176
101 5 1 361210 68629824
104 3 1 144580 26747184
101 5 1 373977 71055472
101 5 1 275476 52340388
101 5 1 44861 8523608
101 5 1 270327 51362108
14 5 1 8396 1204771
101 5 1 120445 22884494
125 3 1 273 38063
101 5 1 278691 52951216
101 5 1 56462 10727623
108 5 1 42684 16710565
101 5 1 310694 59031704
105 5 1 38513 6123474
101 3 1 273614 51986660
108 5 1 204995 80255664
106 3 1 153393 26038324
101 5 1 30651 5823685
101 5 1 402664 76506072
14 5 1 9647 1384332
101 5 1 218616 41536904
105 5 1 155438 24714560
111 3 1 14942 2639637
121 4 1 3404 643204
102 5 1 697079 99449936
101 5 1 336053 63850020
14 5 1 8432 1209946
101 5 1 96805 18392908
125 5 1 19591 2732890
123 5 1 1390 232495
125 4 1 20393 2844796
101 4 1 41986 7977239
101 3 1 276539 52542408
125 3 1 23821 3323018
101 3 1 308556 58625552
101 5 1 299075 56824168
101 3 1 283724 53907432
101 5 1 369623 70228328
101 5 1 284181 53994384
107 5 1 313553 49750348
102 5 1 369512 52717088
14 3 1 4197 602236
111 4 1 12556 1950301
111 5 1 14189 2506686
105 5 1 81994 12872961
108 5 1 283734 111081728
14 5 1 4047 580703
125 3 1 18113 2526679
108 4 1 239350 93705416
121 5 1 2207 416955
107 5 1 248414 39414968
123 5 1 7480 2318780
111 5 1 1885 332901
106 5 1 103610 18062572
101 4 1 223372 42440720
101 3 1 25733 4889199
127 5 1 730 144301
101 3 1 408059 77531192
111 4 1 33335 5178020
14 3 1 3037 435863
14 3 1 1289 184985
105 5 1 68455 10747460
106 5 1 89461 15185869
14 3 1 5517 791607
127 5 1 924 182578
104 5 1 78642 14548798
101 5 1 301750 57332404
101 5 1 17021 3233996
125 4 1 14117 1969221
14 3 1 1860 266827
101 5 1 30111 5720993
14 5 1 5869 842125
125 3 1 22543 3144629
101 5 1 171652 32613898
101 5 1 30406 5777011
102 5 1 1022668 145900640
101 5 1 193690 36800992
101 4 1 398270 75671280
104 3 1 63819 11806468
127 5 1 934 184637
111 3 1 16331 2885109
14 3 1 3802 545531
105 3 1 110324 17541570
108 5 1 250031 97886816
125 5 1 25011 3489048
101 5 1 280811 53354112
125 3 1 1705 237714
101 5 1 113135 21495684
106 3 1 25965 4407568
101 5 1 96230 18283664
101 5 1 220410 41877784
101 5 1 194089 36876752
101 5 1 194622 36978104
125 4 1 15007 2093360
107 3 1 177128 28104328
108 5 1 306003 119800104
125 5 1 28477 3972439
101 5 1 89777 17057500
111 5 1 30912 5461033
101 4 1 116287 22094364
101 5 1 204949 38940168
108 5 1 317187 124178784
14 5 1 2456 352351
101 5 1 153122 29093108
111 5 1 95753 18400664
101 5 1 318575 60529136
111 5 1 6554 1018078
111 3 1 11634 1807132
108 5 1 142256 55692992
102 5 1 183263 26145464
101 5 1 40596 7713170
111 5 1 7662 1353603
105 5 1 137438 21852568
101 5 1 397362 75498672
106 5 1 18288 3188189
105 5 1 75823 11904237
102 3 1 750589 107083904
101 5 1 51427 9771113
111 5 1 38548 6809982
14 3 1 9907 1421634
14 5 1 5501 789262
14 4 1 6193 888721
125 5 1 23033 3213097
105 4 1 119861 18818172
101 3 1 224433 42642296
102 3 1 1042468 148725424
125 3 1 8556 1193534
101 3 1 238050 45229412
101 5 1 351305 66748000
101 5 1 402158 76409968
14 5 1 2547 365529
101 5 1 278925 52995728
106 5 1 128185 21759302
125 5 1 23636 3297177
101 4 1 343136 65195680
101 3 1 193040 36677504
125 3 1 7650 1086264
107 5 1 63138 10017853
127 4 1 743 146746
14 3 1 9949 1427672
125 5 1 19445 2712604
111 3 1 2219 344619
106 5 1 72982 12388711
101 5 1 187466 35618492
101 5 1 340969 64784120
102 4 1 232091 33111634
14 5 1 7820 1122109
101 5 1 406090 77156976
101 5 1 256817 48795128
107 5 1 24095 3822983
14 5 1 2807 402788
102 5 1 1074850 153345264
101 3 1 38349 7286253
125 5 1 13241 1847059
108 3 1 323228 126543672
101 4 1 375749 71392264
105 5 1 113262 17782036
101 5 1 87060 16541348
14 5 1 9313 1336372
101 5 1 73967 14053587
127 5 1 1010 199551
102 5 1 533191 76068552
102 5 1 656213 93619752
105 5 1 176045 27991180
108 4 1 36077 14123795
101 5 1 6422 1220103
105 5 1 159721 25076164
108 4 1 344251 134773904
111 5 1 24190 4273461
101 5 1 61283 11643690
111 5 1 40980 6365548
105 5 1 33469 5254652
125 5 1 547 76243
106 5 1 156050 26489544
108 5 1 223627 87549720
105 5 1 74780 11889990
101 5 1 45019 8553549
121 3 1 1868 371239
125 5 1 26683 3722205
108 5 1 261761 102479232
14 5 1 1072 153792
106 5 1 165859 28914596
125 5 1 18536 2585732
125 5 1 27170 3790173
106 3 1 30211 5128241
105 5 1 133740 21264628
125 5 1 23796 3319508
101 5 1 239630 45529656
107 3 1 160361 25443918
104 5 1 116207 21498324
105 3 1 162097 25449198
101 5 1 338700 64352912
111 5 1 27467 4266596
121 5 1 9940 1878626
108 5 1 336466 131726408
107 5 1 29551 4688726
101 5 1 335792 63800304
101 5 1 95643 18172144
101 5 1 79761 15154589
111 5 1 30092 5316243
101 3 1 348150 66148480
102 5 1 176059 25117788
101 5 1 91132 17315040
101 5 1 28944 5499295
102 5 1 474835 67743176
101 4 1 59518 11308310
111 3 1 13480 2093899
101 3 1 165349 31416260
125 3 1 859 121925
105 5 1 24512 3897472
101 3 1 137866 26194474
14 5 1 6173 885783
14 3 1 2610 374535
125 3 1 2535 353512
111 3 1 30020 4663101
101 5 1 266063 50551920
102 5 1 751339 107190992
101 3 1 1486 282193
106 3 1 110547 18765326
111 4 1 343214 65954224
107 5 1 297526 47207476
123 4 1 7589 2352416
101 4 1 206237 39185008
121 3 1 1421 268499
125 3 1 25142 3507280
101 4 1 344258 65408960
101 3 1 69292 13165329
111 5 1 33532 5208651
106 3 1 104398 17721480
101 3 1 120532 22901022
101 5 1 177641 33751792
