mc lep_category run lumi evt
102 2 1 367472 52425968
102 1 1 685924 97858360
102 1 1 73145 10435320
125 1 1 27501 3836272
105 1 1 163339 25970892
106 1 1 37829 6421368
11 1 1 4471 616879
111 2 1 283098 54402120
102 1 1 107438 15327801
107 2 1 12643 2005957
108 2 1 24027 9406343
108 1 1 292170 114384504
107 1 1 40417 6412689
107 2 1 45766 7261533
107 1 1 290338 46066928
111 2 1 7375 1302819
11 1 1 6088 840111
106 1 1 9479 1652539
108 2 1 274628 107516752
104 1 1 97655 18066020
111 1 1 265653 51049624
125 1 1 27069 3776037
102 1 1 386488 55138984
11 1 1 8330 1149572
11 1 1 359 49598
102 2 1 409840 58470480
11 1 1 2755 380208
11 1 1 5746 792832
106 1 1 68422 11614545
102 1 1 265861 37929524
102 1 1 140158 19995884
121 1 1 7682 1451810
111 1 1 114902 21910024
111 1 1 347480 66774100
102 2 1 278129 39679820
11 2 1 5138 709118
125 2 1 8411 1173295
111 1 1 353466 67924488
101 2 1 349647 66432840
11 1 1 9890 1364761
107 1 1 32477 5152987
102 1 1 238933 34087752
123 2 1 10267 3182682
106 2 1 78012 13242459
11 1 1 6794 937525
11 2 1 5077 700514
111 1 1 4031 712002
107 1 1 333256 52876488
125 1 1 5967 832456
106 1 1 41071 7159980
11 1 1 2152 296914
106 1 1 162106 28260316
125 2 1 11125 1551811
102 1 1 562103 80193472
102 1 1 845356 120604080
102 2 1 973087 138827104
111 2 1 160209 30786890
107 1 1 200834 31865692
102 1 1 687693 98110864
111 1 1 142921 27252674
125 2 1 19007 2699036
11 1 1 5303 731919
104 1 1 18252 3376604
121 1 1 3112 618325
102 2 1 929882 132663088
102 2 1 573262 81785360
11 2 1 4796 661892
127 2 1 617 121858
125 2 1 18501 2580823
11 1 1 8708 1201776
111 2 1 38044 5909503
108 2 1 146490 57350728
102 1 1 148177 21139808
106 2 1 71956 12544325
101 2 1 376001 71440144
125 1 1 27317 3878918
11 1 1 3457 476995
127 2 1 557 110096
125 1 1 21221 2960333
102 2 1 724338 103338872
125 1 1 25299 3529195
121 2 1 2416 480081
106 2 1 30483 5174445
11 1 1 4831 666650
108 1 1 303390 118777096
102 2 1 525352 74950232
125 1 1 13505 1883987
125 1 1 19164 2673362
105 2 1 115892 18426904
11 2 1 5432 749609
123 1 1 17253 5348376
11 2 1 2365 326323
127 1 1 598 118057
102 1 1 650411 92792000
111 1 1 4128 641191
125 2 1 25862 3607734
108 2 1 225201 88166200
108 1 1 106833 41824800
111 1 1 8259 1459077
111 2 1 15860 2463656
11 2 1 530 73126
11 2 1 10406 1436049
102 1 1 359915 51347876
111 1 1 18897 3603442
102 1 1 543175 77492936
107 1 1 100047 15874052
102 1 1 330871 47204276
125 2 1 28213 3935641
102 2 1 1105318 157691968
