mc lep_category run lumi evt
107 1 1 89790 14246615
102 1 1 383635 54731800
7 1 1 4725 770170
6 1 1 5336 716807
125 2 1 4863 678367
7 2 1 8180 1333227
111 1 1 2869 551341
107 2 1 74568 11831387
111 2 1 37348 5801258
123 1 1 16979 5263453
104 1 1 30101 5568556
7 1 1 3085 502712
102 2 1 80612 11500571
7 2 1 6334 1032473
6 1 1 6515 875274
9 2 1 8404 1369803
6 1 1 8815 1184121
6 2 1 8596 1154677
7 1 1 5820 948595
105 2 1 140476 22335632
9 2 1 1511 246218
102 1 1 976271 139281408
105 1 1 85733 13459991
105 1 1 56391 8966151
102 1 1 552958 78888584
7 1 1 5264 857946
9 1 1 4532 738746
105 1 1 59354 9318533
106 2 1 150349 25521736
9 1 1 7555 1231306
6 1 1 10933 1468683
107 1 1 213708 33908316
106 2 1 3620 614439
102 1 1 733429 104635824
111 1 1 122070 23276828
108 2 1 270781 106010768
106 2 1 69890 12184073
7 1 1 7318 1192686
102 1 1 308524 44016056
108 1 1 104814 41034640
111 2 1 34270 6534831
9 2 1 457 74372
105 1 1 188450 29963612
6 1 1 7129 957721
125 1 1 25253 3522799
101 1 1 273343 51935024
102 2 1 842926 120257368
102 2 1 1072343 152987600
9 1 1 1 111
6 1 1 485 65231
9 2 1 278 45253
102 2 1 327866 46775464
9 2 1 775 126257
111 1 1 210996 40546340
9 2 1 8345 1360121
102 2 1 120461 17185758
108 1 1 113775 44542748
7 2 1 6373 1038745
102 1 1 1007104 143680032
107 1 1 105838 16792896
106 1 1 158257 27589300
123 1 1 3884 1203869
9 1 1 8446 1376668
105 1 1 83152 13221142
6 1 1 7918 1063637
102 2 1 420731 60024224
125 2 1 20555 2867401
125 2 1 1380 192435
125 2 1 6027 840817
105 2 1 174105 27682672
9 1 1 8668 1412884
6 1 1 8635 1159893
7 1 1 4124 672180
111 1 1 66597 12797872
102 2 1 268376 38288240
6 1 1 7663 1029317
9 1 1 2808 457658
9 1 1 1564 254793
102 1 1 689051 98304584
6 2 1 4882 655795
7 2 1 8422 1372739
6 2 1 10366 1392404
9 1 1 720 117356
125 1 1 11723 1635384
107 1 1 262792 41696332
107 1 1 148610 23579428
102 1 1 702080 100163408
7 2 1 7199 1173439
9 2 1 6752 1100459
7 1 1 8656 1410770
7 1 1 7249 1181545
9 2 1 2908 473855
7 2 1 608 99074
102 1 1 733282 104614880
9 1 1 2931 477717
125 2 1 24153 3369360
7 2 1 2428 395799
9 2 1 4060 661749
111 2 1 5225 811644
9 1 1 550 89509
7 1 1 316 51409
111 2 1 363862 69922256
9 2 1 746 121488
125 2 1 24671 3441641
9 1 1 2092 341009
6 1 1 10939 1469519
125 1 1 28103 3920342
111 2 1 16184 2513820
111 2 1 18740 3310754
102 1 1 952262 135856016
111 1 1 217741 41842512
123 2 1 6114 1895141
9 2 1 6994 1139930
102 1 1 88905 12683775
6 1 1 5689 764194
121 1 1 3649 725025
7 1 1 8953 1459361
6 2 1 232 31037
107 1 1 176723 28040120
7 1 1 6692 1090749
6 1 1 2749 369161
101 2 1 202092 38397424
9 2 1 5487 894368
121 1 1 361 71835
127 2 1 1155 228278
7 1 1 800 130395
9 1 1 4919 801794
108 1 1 289899 113495216
125 2 1 24299 3389577
111 1 1 4838 751542
9 1 1 1015 165392
108 2 1 8983 3516552
6 2 1 2771 372183
7 2 1 3323 541695
111 2 1 38126 5922240
7 1 1 2362 384974
