mc lep_category run lumi evt
125 5 1 23216 3238606
125 5 1 10815 1508575
101 5 1 148619 28237562
125 3 1 21420 2988035
125 5 1 8111 1151710
107 5 1 351613 55789256
125 4 1 26757 3732622
101 3 1 313486 59562332
125 5 1 20179 2814868
101 3 1 137841 26189728
101 4 1 206344 39205240
125 3 1 20091 2802559
108 5 1 251563 98486784
125 5 1 15971 2227889
11 3 1 10112 1395444
101 5 1 138101 26239208
101 5 1 308975 58705288
105 3 1 74558 11854642
101 4 1 35769 6796079
125 5 1 7545 1052582
123 3 1 9051 2805840
101 5 1 90358 17167896
102 5 1 520897 74314680
125 5 1 24535 3483903
125 3 1 27241 3800156
101 5 1 146111 27761018
101 5 1 38266 7270453
11 5 1 38 5341
125 3 1 15828 2207949
101 5 1 182642 34701884
105 5 1 116179 18472460
125 3 1 15296 2133777
11 5 1 10721 1479603
101 5 1 161003 30590456
101 4 1 243609 46285604
101 5 1 364772 69306552
125 3 1 25535 3562068
107 5 1 200549 31820488
111 5 1 24641 4353122
108 5 1 337797 132247640
101 5 1 289100 54928904
101 5 1 375247 71296760
125 5 1 568 79223
11 5 1 1387 191312
106 5 1 47882 8127855
106 5 1 86853 14743140
11 3 1 8483 1170606
101 4 1 93211 17710040
107 5 1 34097 5410086
104 5 1 83906 15522530
125 5 1 19273 2688527
101 3 1 22901 4351092
127 4 1 1193 235868
107 3 1 83385 13230412
101 3 1 93335 17733652
111 5 1 19459 3437590
101 3 1 43448 8255112
104 5 1 69136 12790033
101 4 1 15686 2980333
125 5 1 16413 2289539
107 5 1 328147 52065888
125 5 1 10311 1438329
125 5 1 5489 765674
125 5 1 5064 706382
101 3 1 328751 62462592
101 3 1 215387 40923540
11 5 1 7837 1081475
101 5 1 32256 6128521
106 5 1 39745 6746671
125 4 1 10873 1516758
101 5 1 172572 32788554
125 3 1 17225 2402838
125 5 1 20453 2853179
101 5 1 82331 15642869
105 5 1 125831 20007200
101 5 1 155645 29572432
101 3 1 170445 32384576
106 5 1 117848 20544700
101 5 1 213195 40507076
107 4 1 325554 51654544
11 3 1 2770 382294
101 5 1 186654 35464256
105 3 1 59429 9449180
101 5 1 96641 18361828
125 5 1 1698 236854
105 5 1 95960 15065695
101 5 1 245818 46705440
101 5 1 330248 62747096
101 5 1 383008 72771456
108 5 1 4903 1919581
125 3 1 4553 635027
125 3 1 7414 1034199
125 5 1 380 52989
101 3 1 153710 29204880
123 4 1 8573 2657372
101 3 1 177188 33665712
105 5 1 188635 29992912
108 5 1 308733 120868744
106 3 1 165330 28822424
104 5 1 17996 3329176
101 5 1 219011 41611956
101 5 1 364965 69343272
111 5 1 44620 6930957
111 3 1 27751 4310568
11 5 1 6578 907701
125 4 1 23803 3320451
102 5 1 863785 123233344
101 5 1 274739 52200392
11 5 1 2872 396242
106 5 1 41804 7287879
105 5 1 66983 10516319
101 5 1 79769 15156138
125 4 1 20803 2901919
101 5 1 226685 43070144
125 3 1 22385 3122723
101 3 1 47603 9044589
125 5 1 8927 1245291
101 4 1 131707 25024260
125 3 1 2467 344092
101 5 1 405459 77037064
102 5 1 463974 66193604
107 5 1 59244 9399978
101 5 1 337514 64127480
101 5 1 63332 12032972
125 5 1 15605 2176870
101 5 1 24479 4651016
101 5 1 391127 74314056
108 5 1 59068 23125076
101 5 1 104401 19836032
107 3 1 272858 43293504
125 4 1 15379 2145423
11 5 1 10684 1474352
101 5 1 272809 51833644
11 3 1 5120 706649
125 5 1 14804 2065157
101 5 1 6804 1292714
101 4 1 182888 34748612
101 4 1 256625 48758696
104 3 1 76875 14221854
101 5 1 170959 32482216
101 5 1 387683 73659800
125 5 1 5431 757603
101 5 1 373620 70987744
101 4 1 29691 5641220
125 5 1 9503 1325589
107 5 1 49747 7893149
101 5 1 44997 8549450
101 5 1 226735 43079544
11 5 1 4333 597948
111 3 1 38350 6775146
11 5 1 4105 566447
101 5 1 259844 49370244
108 5 1 305622 119650976
111 5 1 22576 3988321
106 5 1 12318 2090950
111 3 1 27553 4867621
11 5 1 517 71263
125 3 1 23063 3217233
125 5 1 21514 3001146
108 5 1 289826 113466704
101 4 1 222060 42191316
125 3 1 11099 1548224
101 5 1 240758 45743876
111 4 1 37651 5848342
11 3 1 10010 1381390
101 5 1 415851 79011624
101 5 1 247850 47091348
101 5 1 45986 8737317
111 5 1 19433 3018597
125 5 1 27057 3774427
101 3 1 112436 21362772
101 5 1 398988 75807656
125 5 1 17489 2439655
101 4 1 61623 11708306
125 3 1 26907 3753546
101 4 1 340968 64783832
111 3 1 32219 5004743
101 5 1 86158 16370036
101 5 1 40696 7732212
107 3 1 94010 14916141
104 5 1 45147 8352147
101 4 1 133669 25396988
121 3 1 355 70478
101 3 1 333198 63307520
125 5 1 5835 813994
108 5 1 101453 39718856
121 5 1 160 31808
11 5 1 4865 671357
101 5 1 174769 33205930
108 3 1 228729 89547280
125 4 1 28516 3977932
111 5 1 42698 6632422
125 3 1 12969 1809219
105 4 1 135652 21568616
125 5 1 6719 937286
11 5 1 4349 600240
125 5 1 14409 2009987
125 5 1 26867 3747853
101 5 1 352864 67044040
101 3 1 277057 52640708
108 3 1 10978 4297761
102 5 1 63526 9062959
101 5 1 20257 3848795
101 3 1 39628 7529266
11 3 1 9638 1330043
125 3 1 27772 3874161
111 3 1 34067 6018414
101 4 1 18951 3600566
102 5 1 433946 61909684
125 5 1 26645 3716879
105 5 1 161797 25725660
125 4 1 25505 3557899
101 4 1 104427 19840996
125 5 1 2343 332566
11 5 1 1297 178881
101 5 1 41123 7813366
11 3 1 1088 150082
101 5 1 87079 16544971
101 4 1 340012 64602220
125 3 1 25599 3571114
101 4 1 225689 42880832
11 5 1 5153 711154
125 4 1 7132 994859
125 4 1 8637 1204864
101 5 1 240051 45609564
101 3 1 244609 46475680
101 3 1 309317 58770196
125 5 1 4349 606743
125 5 1 16428 2291640
104 4 1 143433 26535022
101 4 1 370806 70453064
101 5 1 56330 10702662
11 5 1 70 9563
125 5 1 23881 3331264
101 5 1 288442 54804012
106 3 1 2904 506173
101 5 1 303853 57731956
101 5 1 217230 41273616
125 5 1 11904 1660555
101 5 1 112698 21412616
11 4 1 8228 1135496
101 5 1 10792 2050406
101 5 1 1087 206365
107 5 1 377206 59849968
101 4 1 309471 58799404
101 5 1 172513 32777428
11 3 1 3010 415248
101 3 1 271525 51589724
11 5 1 372 51328
102 3 1 380263 54250800
11 5 1 6684 922392
101 3 1 401114 76211504
125 5 1 16709 2330963
101 3 1 21052 3999750
111 5 1 34025 5285229
125 3 1 27787 3876344
108 4 1 197679 77391456
101 4 1 340152 64628872
125 5 1 26043 3632864
101 4 1 71268 13540831
101 5 1 150980 28686124
106 5 1 20445 3470521
107 5 1 333741 52953528
125 5 1 16901 2357624
125 5 1 3478 485152
101 4 1 321199 61027728
101 4 1 215843 41010144
101 5 1 82791 15730248
101 3 1 6396 1215108
101 4 1 184593 35072676
101 3 1 257710 48964804
101 5 1 141801 26942056
108 5 1 303427 118791744
125 4 1 26507 3697735
102 3 1 964446 137594272
125 3 1 7875 1098448
101 5 1 336788 63989592
101 3 1 5742 1090915
125 3 1 9973 1391126
101 5 1 84182 15994428
101 3 1 126233 23984272
101 5 1 5627 1069142
125 4 1 4127 575596
125 5 1 28405 3962427
106 5 1 33055 5762472
101 5 1 256312 48699200
101 4 1 400313 76059464
106 4 1 10518 1833623
101 5 1 349153 66338956
106 4 1 39450 6696562
102 5 1 64843 9250882
111 5 1 196739 37515084
101 3 1 420446 79884592
104 5 1 78820 14581670
127 3 1 563 111264
125 4 1 12150 1694897
107 5 1 182623 28976152
101 5 1 218484 41511948
108 3 1 64373 25202168
125 4 1 5671 790982
127 5 1 319 62900
101 4 1 240171 45632400
108 3 1 187477 73397168
107 3 1 274075 43486416
101 5 1 216508 41136456
111 4 1 42676 6629020
125 5 1 9679 1350157
125 4 1 20893 2966852
105 4 1 152829 24299792
11 5 1 794 109587
101 5 1 78819 14975473
101 5 1 353299 67126808
111 5 1 8084 1255742
102 5 1 234382 33438530
101 5 1 36296 6896154
101 4 1 130557 24805804
107 5 1 213703 33907404
101 5 1 234031 44465792
101 3 1 37421 7109918
111 5 1 30284 5350144
102 4 1 839608 119784024
101 5 1 347965 66113256
101 5 1 120845 22960478
107 5 1 330562 52449156
101 5 1 276528 52540260
107 4 1 213994 33953576
11 3 1 1025 141443
101 5 1 86193 16376648
101 4 1 39044 7418308
106 5 1 124665 21733250
101 5 1 262843 49940060
101 5 1 362576 68889304
127 3 1 1014 200454
101 3 1 330388 62773636
101 3 1 73586 13981289
101 5 1 295075 56064232
101 5 1 89389 16983744
108 3 1 194452 76127744
101 5 1 225510 42846764
125 4 1 11251 1569425
101 5 1 361143 68617152
101 5 1 253000 48069992
125 5 1 26351 3675914
101 3 1 403998 76759600
101 5 1 330553 62805052
101 4 1 335183 63684696
102 5 1 699043 99730192
101 5 1 31185 5925118
102 3 1 530047 75619968
101 5 1 249549 47414288
125 5 1 10378 1447663
105 5 1 52647 8265544
127 5 1 150 29509
101 5 1 263880 50137188
108 4 1 94229 36890336
101 3 1 194231 36903792
101 4 1 158238 30065176
106 5 1 1716 299134
101 3 1 52144 9907338
105 5 1 43572 6927908
101 5 1 391189 74325720
111 5 1 33908 5266947
101 5 1 28171 5352484
11 5 1 2120 292490
108 5 1 179127 70128104
105 5 1 137929 21930600
101 3 1 388308 73778448
101 4 1 317758 60373960
106 5 1 48713 8268886
101 5 1 326239 61985400
106 5 1 39046 6806904
127 5 1 318 62833
101 3 1 365049 69359256
101 5 1 260410 49477872
105 5 1 12616 2005880
125 3 1 20963 2924264
11 5 1 727 100310
125 5 1 24701 3445662
11 5 1 8567 1182197
105 4 1 154537 24262306
106 3 1 71020 12381022
125 5 1 24969 3483182
101 5 1 292132 55505008
108 5 1 261157 102242920
108 3 1 12911 5054372
125 5 1 20955 2923229
11 3 1 4349 600272
101 5 1 1041 197675
101 5 1 251762 47834656
101 4 1 197762 37574800
125 3 1 21967 3064446
101 5 1 242342 46044988
101 3 1 142775 27127168
125 4 1 24656 3439446
104 3 1 70349 13014509
11 3 1 1873 258381
101 5 1 324543 61663168
106 5 1 148060 25811792
101 5 1 6101 1159092
101 4 1 278999 53009712
105 5 1 108680 17062756
11 5 1 3211 443068
106 3 1 148154 25828152
11 5 1 409 56342
102 5 1 27853 3973625
101 5 1 347834 66088400
102 3 1 305546 43591180
101 5 1 190827 36257072
105 5 1 157213 24996724
101 5 1 211878 40256732
101 5 1 89687 17040544
101 5 1 152311 28939066
101 4 1 360672 68527584
125 5 1 1035 144244
108 3 1 184711 72314080
101 5 1 58162 11050726
107 5 1 176291 27971400
125 3 1 25401 3543428
101 5 1 219902 41781212
127 3 1 934 184592
101 3 1 216180 41074148
123 3 1 238 73748
108 5 1 262371 102718296
125 5 1 28489 3974240
125 5 1 16752 2336846
101 3 1 173769 33015994
108 3 1 25053 9808008
108 5 1 11544 4519314
125 3 1 7453 1039569
125 3 1 14815 2066694
125 5 1 6695 950640
102 4 1 230014 32815372
106 3 1 37695 6571417
101 5 1 238700 45352840
105 3 1 128381 20412480
11 3 1 3649 503491
125 5 1 13585 1895110
101 5 1 128648 24443012
101 3 1 122162 23210676
102 5 1 637302 90921736
101 4 1 144662 27485616
101 5 1 78107 14840329
106 5 1 23233 4050113
108 5 1 144173 56443868
125 5 1 6181 862168
125 5 1 23335 3255185
106 5 1 116165 20251376
125 5 1 7895 1101268
101 3 1 139968 26593828
125 5 1 1051 146612
125 5 1 14955 2086282
101 5 1 23608 4485545
101 3 1 347704 66063732
11 5 1 460 63432
125 5 1 17825 2486484
101 5 1 23183 4404754
125 5 1 16689 2328027
11 3 1 692 95571
125 3 1 18236 2543905
101 5 1 165828 31507208
101 3 1 116110 22060744
104 5 1 5839 1080125
125 5 1 5843 815146
101 5 1 298780 56768048
101 4 1 361877 68756512
125 5 1 2828 394474
106 5 1 119081 20213836
101 3 1 11474 2179967
108 3 1 321284 125782624
108 3 1 238709 93454672
107 5 1 167601 26592630
106 5 1 11433 1993075
101 3 1 352443 66964036
125 3 1 11333 1580991
11 5 1 2935 404906
125 5 1 3985 555893
101 4 1 298680 56749152
101 4 1 40580 7710158
101 5 1 60652 11523756
101 5 1 351123 66713248
11 4 1 3698 510323
101 3 1 104103 19779402
101 4 1 9286 1764226
125 5 1 69 9543
125 4 1 24883 3471118
101 5 1 104784 19908956
127 4 1 493 97428
125 3 1 25780 3596305
125 5 1 9932 1385443
102 5 1 895514 127760032
121 5 1 235 46642
105 5 1 16252 2584021
125 3 1 2518 351198
101 5 1 420609 79915632
101 5 1 279177 53043600
101 5 1 290214 55140552
125 5 1 20512 2912663
125 5 1 4033 562562
101 5 1 170753 32442944
111 4 1 1921 339267
101 5 1 307654 58454144
101 5 1 141591 26902144
125 5 1 20036 2794965
127 5 1 63 12348
101 5 1 312994 59468856
125 4 1 26151 3647979
106 5 1 58643 10223420
101 4 1 245365 46619268
101 5 1 141598 26903496
125 3 1 21171 2953300
11 5 1 4490 619659
11 3 1 40 5420
101 4 1 141404 26866700
106 5 1 153922 26128204
125 5 1 13843 1931158
101 5 1 333493 63363540
101 5 1 211356 40157628
101 4 1 299997 56999420
105 5 1 138782 21788720
111 3 1 1808 280923
101 4 1 62930 11956710
125 3 1 4731 659913
101 5 1 58960 11202316
101 4 1 196985 37427152
105 4 1 42068 6688838
102 5 1 1009796 144064304
127 5 1 63 12375
11 3 1 3214 443551
104 5 1 111962 20712812
108 5 1 3087 1208378
108 3 1 263799 103277288
101 3 1 332880 63247100
101 5 1 88951 16900516
125 5 1 11374 1586665
121 5 1 269 53513
125 5 1 23043 3214417
101 5 1 295870 56215320
101 5 1 137549 26134208
108 5 1 94833 37126796
101 5 1 227540 43232524
111 5 1 12716 1975300
101 3 1 218859 41583232
125 5 1 8535 1190629
106 3 1 113855 19848616
101 4 1 309594 58822784
11 5 1 4747 654972
101 5 1 290709 55234584
11 5 1 1589 219366
107 5 1 80444 12763857
11 5 1 2929 404120
101 4 1 128763 24464958
101 3 1 96656 18364504
101 5 1 370111 70321000
125 5 1 12961 1807957
125 3 1 1192 166234
101 3 1 104159 19790200
125 4 1 26441 3688394
101 5 1 67853 12891928
107 5 1 224484 35618128
11 3 1 4241 585287
101 5 1 92210 17519816
105 5 1 168599 26807216
101 4 1 282041 53587788
125 3 1 9709 1354292
102 4 1 629785 89849320
101 5 1 147987 28117520
11 3 1 1384 191011
101 3 1 382044 72588288
11 5 1 1766 243815
101 5 1 179995 34199032
127 3 1 679 134177
101 3 1 54269 10310966
105 5 1 163571 26007830
106 3 1 5837 1017526
101 3 1 4116 782016
107 5 1 324748 51526672
101 5 1 248288 47174696
125 5 1 28560 3984056
125 4 1 14893 2077562
101 5 1 174491 33153314
101 3 1 387471 73619456
127 5 1 516 102027
108 3 1 204884 80211920
125 3 1 10234 1427617
101 5 1 125749 23892294
104 4 1 70413 13026360
101 5 1 354047 67268904
101 4 1 210163 39930888
101 5 1 340846 64760648
101 3 1 336576 63949400
125 5 1 8730 1217772
101 5 1 33861 6433463
127 5 1 495 97721
101 5 1 375780 71398160
106 5 1 168576 29388336
101 5 1 304175 57793108
101 4 1 220043 41808204
101 5 1 231877 44056632
108 3 1 115303 45140880
121 5 1 8990 1699047
125 3 1 4755 663188
101 5 1 172218 32721300
106 4 1 113459 19259570
101 3 1 402718 76516328
11 3 1 4718 651076
127 5 1 1057 208905
101 5 1 162368 30849872
101 5 1 43486 8262221
101 5 1 188214 35760624
101 4 1 364850 69321360
11 5 1 401 55406
101 5 1 273886 52038372
101 5 1 288718 54856392
125 5 1 20507 2860665
125 4 1 152 21183
101 4 1 410578 78009760
101 5 1 172908 32852512
127 5 1 1211 239336
101 4 1 246433 46822152
101 3 1 210404 39976704
101 5 1 288342 54784900
101 3 1 358166 68051544
125 5 1 671 95152
101 5 1 270665 51426352
104 3 1 7727 1429387
101 5 1 20686 3930283
101 5 1 337099 64048808
101 3 1 406528 77240320
101 5 1 192191 36516324
101 4 1 347944 66109224
108 3 1 58655 22963444
101 3 1 36397 6915432
125 3 1 18083 2522498
125 5 1 9361 1305737
101 5 1 200635 38120488
125 5 1 6764 943553
125 5 1 25303 3592960
101 5 1 401438 76273088
101 3 1 229024 43514456
