mc lep_category run lumi evt
107 2 1 376095 59673704
102 2 1 288355 41138604
12 1 1 2567 308056
102 1 1 892029 127262800
102 1 1 842284 120165864
12 1 1 11160 1339188
101 1 1 359150 68238360
12 2 1 11487 1378322
125 1 1 5653 788460
125 2 1 4247 592511
102 2 1 1014628 144753520
12 2 1 1081 129782
111 1 1 308283 59241676
125 1 1 16729 2333675
105 2 1 39622 6299821
106 1 1 32764 5711687
12 1 1 29 3472
101 1 1 196285 37294076
102 1 1 229319 32716166
111 1 1 19121 2970194
102 1 1 1036354 147853104
102 1 1 176030 25113636
108 1 1 112692 44118796
12 1 1 11742 1409034
12 2 1 11603 1392382
104 1 1 31095 5752427
111 1 1 296993 57072232
111 1 1 332132 63824728
125 2 1 8473 1181961
107 1 1 26270 4168131
111 2 1 23744 4194625
107 1 1 280391 44488688
125 1 1 7115 992583
102 1 1 649534 92666824
101 1 1 236711 44975044
101 1 1 175160 33280316
102 2 1 803757 114669320
12 1 1 1725 206988
108 1 1 297 116281
102 1 1 1061684 151466960
102 1 1 1065701 152040112
111 2 1 35238 6771448
102 2 1 195724 27923336
111 2 1 229347 44072852
123 2 1 13715 4251366
105 1 1 168428 26780100
102 1 1 1013540 144598464
12 1 1 9401 1128003
111 1 1 337611 64877420
12 2 1 8097 971522
127 2 1 680 134356
111 1 1 153260 29224248
102 1 1 251745 35915616
111 1 1 154525 29465600
107 1 1 35495 5631907
111 1 1 152193 29020776
12 1 1 4221 506532
111 2 1 32605 5760187
104 1 1 26444 4892114
12 1 1 7989 958725
12 1 1 5671 680419
125 1 1 15550 2169178
102 2 1 844524 120485408
108 1 1 2647 1036335
102 2 1 101828 14527576
127 1 1 1093 216091
111 1 1 13827 2442684
123 2 1 14170 4392684
127 2 1 329 65026
105 2 1 70173 11017098
12 1 1 10209 1225002
107 1 1 196285 31143836
12 1 1 10951 1314104
105 1 1 1387 217789
102 1 1 594490 84813784
127 2 1 133 26193
102 2 1 815195 116301160
107 1 1 18157 2880951
12 2 1 8748 1049728
125 1 1 24082 3359417
125 2 1 26198 3654602
101 1 1 130837 24858936
127 1 1 14 2692
12 2 1 9277 1113265
106 1 1 71041 12059111
125 2 1 22796 3180035
101 2 1 214262 40709660
127 1 1 1007 199026
125 2 1 27735 3868911
111 2 1 179858 34562720
12 2 1 6065 727687
102 1 1 143935 20534724
102 2 1 754232 107603760
111 1 1 301429 57924560
102 2 1 335332 47840672
101 1 1 72452 13765789
12 1 1 11793 1415152
127 1 1 548 108227
105 1 1 87277 13876920
125 1 1 20979 2926495
12 2 1 2590 310796
125 2 1 9699 1352899
12 1 1 181 21621
125 1 1 5407 754184
108 1 1 100764 39448996
101 1 1 220281 41853280
12 2 1 4955 594491
101 2 1 273940 52048476
102 1 1 78263 11165549
125 1 1 7903 1102340
12 1 1 8059 966977
102 1 1 361712 51604188
102 1 1 1011298 144278464
101 1 1 345413 65628424
125 2 1 26941 3758313
123 1 1 6088 1018782
101 1 1 365777 69497536
125 1 1 13869 1934720
125 1 1 23359 3258530
12 1 1 1589 190753
12 1 1 4739 568565
108 1 1 68362 26763674
125 2 1 4035 562912
105 1 1 132330 20775800
102 1 1 978262 139565392
108 2 1 172878 67681680
125 2 1 17673 2465378
111 1 1 27136 5214596
102 1 1 395084 56365272
12 1 1 3759 451080
107 1 1 337562 53559864
125 1 1 6354 886351
102 2 1 802664 114513344
102 2 1 716044 102155624
125 2 1 6877 959239
12 1 1 8931 1071689
108 1 1 239133 93620296
125 1 1 12245 1708097
108 1 1 253395 99204240
125 1 1 20825 2905105
102 1 1 516313 73660576
105 2 1 151585 23798816
111 1 1 345068 66310576
12 1 1 11473 1376677
102 1 1 976222 139274400
125 2 1 25743 3591109
12 1 1 3815 457721
12 2 1 4033 483863
12 2 1 9895 1187427
12 1 1 4237 508466
104 2 1 19743 3652351
102 2 1 44353 6327591
125 1 1 5629 785153
111 2 1 134 20879
125 2 1 28563 3984461
105 2 1 41365 6494243
108 1 1 323125 126503144
102 1 1 449968 64195328
127 1 1 447 88342
102 1 1 345608 49306660
106 1 1 164599 27940656
12 1 1 11389 1366579
125 2 1 28039 3911386
105 2 1 43315 6887029
111 1 1 44529 8490907
12 1 1 7091 850816
102 1 1 478318 68239984
102 2 1 655248 93482048
12 1 1 2301 276191
12 2 1 6099 731938
111 2 1 28858 5098094
111 2 1 293989 56494816
106 1 1 19015 3314791
123 1 1 7454 2310665
111 2 1 38751 6019292
102 1 1 433928 61906980
12 2 1 12285 1474186
125 1 1 1434 199983
127 1 1 34 6582
127 2 1 481 94984
