mc run lumi evt
4 1 2915 496989
5 1 380 67220
5 1 1471 260258
102 1 758485 108210464
5 1 4665 825669
1 1 3426 625214
105 1 82949 13188813
2 1 7399 795406
125 1 19835 2766943
5 1 8121 1437367
1 1 4026 734601
2 1 8691 934261
5 1 3471 614385
125 1 17541 2446865
127 1 1185 234138
108 1 4551 1781562
102 1 1027381 146573008
106 1 121486 21178944
102 1 640796 91420200
102 1 108548 15486203
102 1 1008097 143821792
125 1 5819 811702
125 1 17086 2383425
105 1 24445 3886749
125 1 633 88308
102 1 364679 52027584
5 1 4976 880671
5 1 5437 962353
125 1 18378 2563720
104 1 101597 18795284
127 1 3 538
102 1 724195 103318480
3 1 9283 988562
102 1 436447 62266328
5 1 806 142616
4 1 3642 620846
102 1 277952 39654552
5 1 4206 744459
1 1 4241 773847
127 1 301 59424
2 1 9937 1068166
5 1 6707 1187152
102 1 27095 3865505
102 1 1112768 158754864
101 1 201536 38291824
125 1 26097 3640461
127 1 972 192041
125 1 475 66197
102 1 78151 11149476
102 1 663335 94635744
102 1 328172 46819288
5 1 1363 241274
1 1 205 37233
125 1 13614 1899102
127 1 1062 209973
1 1 7363 1343667
125 1 19295 2691643
4 1 2855 486615
5 1 2323 411022
2 1 4891 525733
105 1 30842 4903888
125 1 2849 397349
125 1 5459 761395
102 1 566080 80760616
3 1 13301 1416631
5 1 2640 467216
5 1 1743 308410
5 1 6616 1170900
121 1 9853 1862184
125 1 11928 1663938
3 1 2903 309186
4 1 5991 1021367
125 1 487 67962
127 1 199 39175
125 1 20851 2908660
105 1 157426 25030706
102 1 931597 132907856
4 1 1080 184062
4 1 541 92108
3 1 2317 246676
5 1 1180 208855
5 1 4610 815889
4 1 6143 1047366
106 1 159658 27833712
102 1 234124 33401678
127 1 73 14261
102 1 636998 90878424
5 1 1009 178581
102 1 1028816 146777696
125 1 19569 2729872
101 1 344542 65462956
3 1 5555 591649
125 1 20381 2843098
5 1 8087 1431263
102 1 754425 107631296
5 1 3960 700917
125 1 6729 938721
3 1 9721 1035302
127 1 253 49878
5 1 7090 1254880
125 1 25388 3541562
5 1 1230 217625
108 1 255106 99873808
3 1 6861 730709
127 1 483 95399
